SurveySeason,SubRegion,Region,TotalVolume,1,2,3,4,5,6,7,8,9,10,11,12,"NA"
SKT,San Joaquin River at Prisoners Pt,South,74750,12.357552409124999,12.30259984678421,13.005694057428947,15.84542425280294,12.8586710434875,NA,NA,NA,NA,NA,NA,NA,NA
SKT,San Joaquin River at Twitchell Island,South,80380,12.628172924674999,12.92896237831579,12.963096038605263,16.56977743167353,13.2386102512125,NA,NA,NA,NA,NA,NA,NA,NA
SKT,San Joaquin River near Stockton,South,40780,13.20209085195,13.00383939611842,12.57888519073421,15.312898530794117,13.168789158525,NA,NA,NA,NA,NA,NA,NA,NA
SKT,Suisun Marsh,West,45130,18.145340907925,19.268826111757896,20.102830692175,19.115289634844117,19.18275946846875,NA,NA,NA,NA,NA,NA,NA,NA
SKT,Upper Sacramento River,North,53800,6.559643419967647,6.465743937284211,6.3844282194,7.587824475679412,7.050641717109375,NA,NA,NA,NA,NA,NA,NA,NA
SKT,West Suisun Bay,Far West,200100,12.858139965825,12.930659196110525,13.728815760275,13.860950577908824,15.26668650478125,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Cache Slough and Liberty Island,North,75150,0.8077477606275,0.7537563877433333,0.5895401203358334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Carquinez Strait,Far West,229610,0.39197002588333335,0.375582288235,0.245299028205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Franks Tract,South,81110,0.42612675098583336,0.3839683885858333,0.2557797893291667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Holland Cut,South,27520,0.4428185790233333,0.3884112568875,0.2605648628916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Honker Bay,West,123370,0.7887325825866667,0.7684745282958334,0.5475607321158333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Lower Napa River,Far West,38880,0.916807168662,1.019335510578,0.868152043528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Lower Sacramento River,West,162460,1.6566711828333334,1.5060146953133333,1.1184079936516667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Lower San Joaquin River,West,155410,1.3351523543050001,1.1640000088383333,0.8391337002766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Mid Suisun Bay,West,222830,1.24131519743,1.1516665335175,0.8000659568183334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Mildred Island,South,49950,0.47055294825,0.3842061922416667,0.2725246467533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,North and South Forks Mokelumne River,South,49160,0.44135944230583335,0.39131047288666665,0.25516829421416665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Old River,South,13760,0.4483187207216667,0.37624349840000004,0.268436412475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Sacramento River near Rio Vista,North,85500,1.2444290167283334,1.1188479718441666,0.8097032192608333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,San Joaquin River at Prisoners Pt,South,74750,0.8432898784566667,0.8115948769133333,0.540258419855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,San Joaquin River at Twitchell Island,South,80380,0.7961227247691667,0.786218658225,0.5490588122891666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,San Joaquin River near Stockton,South,40780,0.8625204883808334,0.8080220219866667,0.5382524175875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Suisun Marsh,West,45130,1.201468584855,1.1543644035641667,0.8362585132183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Upper Napa River,Far West,1100,1.86164964832,2.1475589122680003,1.6754767290800001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,Victoria Canal,South,10120,0.4348260561516667,0.367389247995,0.26028977294833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLS,West Suisun Bay,Far West,200100,0.7797441015466666,0.7354604207591667,0.5284187806975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20mm,Cache Slough and Liberty Island,North,75150,NA,NA,15.87613638116579,20.945152261794444,21.32166864058,24.219287431205263,10.782130258178125,NA,NA,NA,NA,NA,NA
20mm,Carquinez Strait,Far West,229610,NA,NA,3.4530382970416666,5.243304717719445,4.675432203385263,4.178667223286111,2.369761023581875,NA,NA,NA,NA,NA,NA
20mm,East San Pablo Bay,Far West,242230,NA,NA,5.914325209148125,7.987889951537222,6.33918234731158,4.121921653525789,3.533247931675,NA,NA,NA,NA,NA,NA
20mm,Franks Tract,South,81110,NA,NA,2.5174456251478947,3.507900419951053,2.7763197826736845,3.4535845118435295,1.695999005745,NA,NA,NA,NA,NA,NA
20mm,Holland Cut,South,27520,NA,NA,2.9128762051052632,4.255849033792631,4.236514575045789,4.511707588120527,1.94523411746125,NA,NA,NA,NA,NA,NA
20mm,Honker Bay,West,123370,NA,NA,7.423890878421112,10.70324082498611,10.182534451887369,9.697383269703685,4.921079756327778,NA,NA,NA,NA,NA,NA
20mm,Lower Napa River,Far West,38880,NA,NA,11.78936054709875,15.972125608028334,12.702818417438948,13.808227066439475,6.042295541260001,NA,NA,NA,NA,NA,NA
20mm,Lower Sacramento River,West,162460,NA,NA,12.231087950903685,20.873024457969446,19.556047918086843,20.49915859696158,9.001795641086112,NA,NA,NA,NA,NA,NA
20mm,Lower San Joaquin River,West,155410,NA,NA,10.234402209912222,16.207132172727224,14.761418231924738,14.741729247589474,6.614851146065556,NA,NA,NA,NA,NA,NA
20mm,Mid San Pablo Bay,Far West,397890,NA,NA,9.830766047410002,8.28104286548,6.525446033645,5.652263391390001,9.76523220596,NA,NA,NA,NA,NA,NA
20mm,Mid Suisun Bay,West,222830,NA,NA,10.530605254143333,16.546821553441667,14.84753377877,14.855942015165263,7.104739651647647,NA,NA,NA,NA,NA,NA
20mm,Mildred Island,South,49950,NA,NA,2.996757813604211,4.004441270586843,5.042731391471053,5.221561786777369,2.30713106171625,NA,NA,NA,NA,NA,NA
20mm,North and South Forks Mokelumne River,South,49160,NA,NA,2.825227702904445,4.353326485037895,4.243865641764737,4.1970405000410524,1.7406294323517648,NA,NA,NA,NA,NA,NA
20mm,Old River,South,13760,NA,NA,2.868290222318889,4.390733206008948,4.25493709146579,4.958973653358421,2.0795379142037502,NA,NA,NA,NA,NA,NA
20mm,Sacramento River near Rio Vista,North,85500,NA,NA,8.85337317127421,12.808662577651111,12.975952619265264,14.284472394986317,6.413897672852353,NA,NA,NA,NA,NA,NA
20mm,San Joaquin River at Prisoners Pt,South,74750,NA,NA,5.564033505192105,8.791850167505263,8.750054590605263,10.625183141690528,4.036929985459412,NA,NA,NA,NA,NA,NA
20mm,San Joaquin River at Twitchell Island,South,80380,NA,NA,5.381422927406843,8.326573775236316,8.618279992224737,9.04860571428579,4.259243785901177,NA,NA,NA,NA,NA,NA
20mm,San Joaquin River near Stockton,South,40780,NA,NA,6.119538795410526,8.527638904886317,8.972916636854212,10.193251376000001,4.442045579173125,NA,NA,NA,NA,NA,NA
20mm,Suisun Marsh,West,45130,NA,NA,10.730292978319445,17.42727897059722,15.458118676972633,16.917738967035792,8.1127548011125,NA,NA,NA,NA,NA,NA
20mm,Upper Napa River,Far West,1100,NA,NA,10.373195536935,15.47346491129353,12.143821263744211,11.939866536978947,5.29858353871,NA,NA,NA,NA,NA,NA
20mm,Victoria Canal,South,10120,NA,NA,2.740795678005,3.9251172380257895,4.629096136117895,4.30620234583,2.030344418746875,NA,NA,NA,NA,NA,NA
20mm,West Suisun Bay,Far West,200100,NA,NA,6.6157912083938895,10.260158114231666,9.89749801449316,8.45162306591842,4.742602113842353,NA,NA,NA,NA,NA,NA
STN,Cache Slough and Liberty Island,North,75150,NA,NA,NA,NA,NA,15.963750485298,19.034168822669002,14.621575866744001,NA,NA,NA,NA,NA
STN,Carquinez Strait,Far West,229610,NA,NA,NA,NA,NA,4.603796530623889,5.191061157290556,4.472026805528333,NA,NA,NA,NA,NA
STN,East San Pablo Bay,Far West,242230,NA,NA,NA,NA,NA,4.538525626549445,5.85532196018,4.3621794020077775,NA,NA,NA,NA,NA
STN,Holland Cut,South,27520,NA,NA,NA,NA,NA,4.6674302121027775,3.6417739810035297,3.0442797227150002,NA,NA,NA,NA,NA
STN,Honker Bay,West,123370,NA,NA,NA,NA,NA,9.39969087981,9.835218784074444,8.840634975608333,NA,NA,NA,NA,NA
STN,Lower Napa River,Far West,38880,NA,NA,NA,NA,NA,3.9308580030805556,5.088089643773889,4.148842179447778,NA,NA,NA,NA,NA
STN,Lower Sacramento River,West,162460,NA,NA,NA,NA,NA,15.077930310177779,15.840491334269412,13.426068364212778,NA,NA,NA,NA,NA
STN,Lower San Joaquin River,West,155410,NA,NA,NA,NA,NA,14.515935858355556,15.416332391641177,11.870960489978334,NA,NA,NA,NA,NA
STN,Mid Suisun Bay,West,222830,NA,NA,NA,NA,NA,13.816043219140557,15.19463135883,12.925772289986112,NA,NA,NA,NA,NA
STN,Mildred Island,South,49950,NA,NA,NA,NA,NA,4.778514430518889,3.9091638877241177,3.3702649782083336,NA,NA,NA,NA,NA
STN,North and South Forks Mokelumne River,South,49160,NA,NA,NA,NA,NA,4.206968030564445,3.8886253280535295,3.381062639185,NA,NA,NA,NA,NA
STN,Old River,South,13760,NA,NA,NA,NA,NA,4.733639849785,3.776117830371765,3.037072384115,NA,NA,NA,NA,NA
STN,Sacramento River near Rio Vista,North,85500,NA,NA,NA,NA,NA,8.99828216056,9.10260014310706,7.035174411436111,NA,NA,NA,NA,NA
STN,Sacramento River Ship Channel,North,30100,NA,NA,NA,NA,NA,10.562618987382,13.697294752449,9.797391823758,NA,NA,NA,NA,NA
STN,San Joaquin River at Prisoners Pt,South,74750,NA,NA,NA,NA,NA,8.993074635972778,8.280153305949412,6.81237644472,NA,NA,NA,NA,NA
STN,San Joaquin River at Twitchell Island,South,80380,NA,NA,NA,NA,NA,9.479307501980557,9.180057835002353,7.2886347100233335,NA,NA,NA,NA,NA
STN,San Joaquin River near Stockton,South,40780,NA,NA,NA,NA,NA,10.502246849068333,9.44846053767,7.644454788141111,NA,NA,NA,NA,NA
STN,Suisun Marsh,West,45130,NA,NA,NA,NA,NA,14.63222760135889,17.424817717315555,14.118740317904445,NA,NA,NA,NA,NA
STN,Victoria Canal,South,10120,NA,NA,NA,NA,NA,5.040705841453334,4.087116846301177,3.3063198685183335,NA,NA,NA,NA,NA
STN,West Suisun Bay,Far West,200100,NA,NA,NA,NA,NA,9.072571135833334,11.110491661545295,8.841747219219444,NA,NA,NA,NA,NA
FMWT,East San Pablo Bay,Far West,242230,NA,NA,NA,NA,NA,NA,NA,3.4410618519200007,27.433580693151114,29.808653363882108,24.384098701013336,25.658528779730002,NA
FMWT,Mid San Pablo Bay,Far West,397890,NA,NA,NA,NA,NA,NA,NA,33.999779795520006,46.82342275688001,57.47475626945685,51.12157358833412,42.041829919705,NA
FMWT,Cache Slough and Liberty Island,North,75150,NA,NA,NA,NA,NA,NA,NA,NA,19.34218691875556,19.186933557856843,17.68219163382737,18.037604540421054,NA
FMWT,Carquinez Strait,Far West,229610,NA,NA,NA,NA,NA,NA,NA,NA,32.38554222061053,35.9812103818779,33.680264125200004,30.98148003822667,NA
FMWT,Holland Cut,South,27520,NA,NA,NA,NA,NA,NA,NA,NA,4.109488973225264,4.453449336404445,3.7340632060715793,4.0841443271688895,NA
FMWT,Honker Bay,West,123370,NA,NA,NA,NA,NA,NA,NA,NA,25.968738712029477,25.124663326353687,25.03663337527579,25.106236481966317,NA
FMWT,Lower Napa River,Far West,38880,NA,NA,NA,NA,NA,NA,NA,NA,8.200538995069474,9.890687420378947,8.861684432284445,8.623134321792943,NA
FMWT,Lower Sacramento River,West,162460,NA,NA,NA,NA,NA,NA,NA,NA,32.02681199774737,32.43682744585684,32.09716573804632,33.48111618608842,NA
FMWT,Lower San Joaquin River,West,155410,NA,NA,NA,NA,NA,NA,NA,NA,15.888056239764213,16.071537729048423,15.564145730736843,15.518744504421054,NA
FMWT,Mid Suisun Bay,West,222830,NA,NA,NA,NA,NA,NA,NA,NA,51.63537161065685,53.77330930437053,50.56952031467369,52.4084757993558,NA
FMWT,Middle River,South,11950,NA,NA,NA,NA,NA,NA,NA,NA,4.071690938943158,4.47813482391579,4.085226557882105,4.0335115343600005,NA
FMWT,Mildred Island,South,49950,NA,NA,NA,NA,NA,NA,NA,NA,4.049882207653334,4.509692375564445,4.115711967978948,4.20971672044,NA
FMWT,North and South Forks Mokelumne River,South,49160,NA,NA,NA,NA,NA,NA,NA,NA,26.68779728092211,25.69187598045895,24.44536412472,24.12598163133053,NA
FMWT,Old River,South,13760,NA,NA,NA,NA,NA,NA,NA,NA,4.217256687062223,4.199153368450527,4.105990052050527,4.076323209248889,NA
FMWT,Sacramento River near Rio Vista,North,85500,NA,NA,NA,NA,NA,NA,NA,NA,19.868932619082106,19.832236321225263,19.34639477167158,21.028843148997897,NA
FMWT,Sacramento River near Ryde,North,17610,NA,NA,NA,NA,NA,NA,NA,NA,8.631510976635557,8.350040188746668,8.434372798475556,9.045787413911112,NA
FMWT,Sacramento River Ship Channel,North,30100,NA,NA,NA,NA,NA,NA,NA,NA,11.990655564066667,11.932600144640002,11.532112900560001,11.647150252640001,NA
FMWT,San Joaquin River at Prisoners Pt,South,74750,NA,NA,NA,NA,NA,NA,NA,NA,23.71704370565895,24.025360406821054,22.136766248033688,22.577412390164213,NA
FMWT,San Joaquin River at Twitchell Island,South,80380,NA,NA,NA,NA,NA,NA,NA,NA,19.488966729296845,19.549235343856843,17.53744041733895,19.357109461082107,NA
FMWT,San Joaquin River near Stockton,South,40780,NA,NA,NA,NA,NA,NA,NA,NA,15.46781038199158,16.592598523229476,15.296641705284213,15.791105452173335,NA
FMWT,Suisun Marsh,West,45130,NA,NA,NA,NA,NA,NA,NA,NA,12.492770930964213,12.780905273654739,12.548438887924211,12.606988309381054,NA
FMWT,Upper Sacramento River,North,53800,NA,NA,NA,NA,NA,NA,NA,NA,12.408548629400002,12.526299904751113,12.076381150680001,12.634070309031113,NA
FMWT,West Suisun Bay,Far West,200100,NA,NA,NA,NA,NA,NA,NA,NA,39.48308566307369,42.40039896821474,39.56590960686737,40.84461395881264,NA
NA,Disappoinment Slough,NA,49470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grant Line Canal and Old River,NA,13680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Rock Slough and Discovery Bay,NA,3930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Upper San Joaquin River,NA,2860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
