Survey,Date,Station,Temp,TopEC,BottomEC,Secchi,Turbidity,Lat,Long,Comments
6,2012-03-20,706,12,147,153,36,36,38-05-098,121-45-015,
6,2012-03-20,707,11.60000038,163,166,40,40,38-07-010,121-42-175,
6,2012-03-20,711,11.19999981,117,116,39,54,38-10-381,121-39-469,
6,2012-03-20,716,11.60000038,308,327,37,33,38-14-175,121-41-039,
6,2012-03-20,723,11.69999981,363,279,39,30,38-14-124,121-40-244,
6,2012-03-20,812,11.80000019,217,216,76,50,38-05-245,121-38-334,
6,2012-03-20,815,11.80000019,232,234,75,14,38-05-080,121-34-188,
1,2013-01-02,501,7.699999809,275,257,19,83,38-04-277,122-01-414,
1,2013-01-02,504,8,214,216,19,72,38-03-088,121-59-111,
1,2013-01-02,508,7.599999905,184,182,21,64,38-02-486,121-55-059,
1,2013-01-02,513,7.599999905,187,183,22,57,38-03-372,121-52-035,
1,2013-01-02,519,7.599999905,225,227,18,74,38-04-206,121-57-412,
1,2013-01-02,520,7.900000095,197,201,24,56,38-01-556,121-51-554,
1,2013-01-02,801,7.599999905,185,181,28,52,38-02-206,121-50-291,
1,2013-01-02,804,7.699999809,213,220,34,40,38-01-010,121-47-373,
1,2013-01-02,809,7.400000095,223,238,40,46,38-03-150,121-41-300,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,901,7.599999905,199,227,45,32,38-02-460,121-36-500,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,902,7.400000095,295,284,75,13,38-01-120,121-34-560,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,906,8.199999809,338,341,55,17,38-03-020,121-30-220,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,910,8.800000191,543,626,65,18,38-00-030,121-26-570,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,912,8.399999619,464,465,65,16,37-58-010,121-22-110,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,914,8.100000381,442,452,95,9,37-57-590,121-31-510,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,915,7.800000191,380,387,100,10,37-56-390,121-34-050,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,918,7.900000095,449,461,85,12,37-51-370,121-34-070,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-02,919,7.599999905,193,200,45,28,38-06-190,121-29-380,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-03,405,8.100000381,5060,10780,18,84,38-02-231,122-08-385,
1,2013-01-03,411,8.100000381,2872,4794,19,76,38-03-015,122-04-497,
1,2013-01-03,418,7.800000191,2359,11640,20,84,38-03-585,122-05-561,
1,2013-01-03,602,7.300000191,206,241,24,73,38-06-454,122-02-384,
1,2013-01-03,606,7.599999905,2022,2016,19,90,38-10-125,122-01-381,
1,2013-01-03,609,7.199999809,1325,1330,25,73,38-10-010,121-56-277,
1,2013-01-03,610,7,817,819,25,67,38-07-169,121-53-197,
1,2013-01-03,703,8.100000381,194,195,27,47,38-03-017,121-47-549,
1,2013-01-03,704,7.400000095,198,251,23,65,38-03-576,121-47-239,
1,2013-01-03,705,7.400000095,181,175,30,42,38-05-510,121-42-320,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-03,706,7.5,186,185,32,48,38-05-030,121-45-050,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-03,707,7.300000191,186,184,37,50,38-06-460,121-42-350,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-03,711,7.5,170,173,38,41,38-10-370,121-39-500,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-03,716,7.099999905,236,235,28,56,38-14-130,121-41-030,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-03,723,7.300000191,234,229,27,54,38-14-130,121-40-230,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-03,812,7.599999905,192,206,40,34,38-05-230,121-38-210,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
1,2013-01-03,815,7.5,194,238,40,32,38-05-070,121-34-200,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,501,6.699999809,1466,1290,27,90,38-04-260,122-01-370,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,504,6.800000191,520,548,40,61,38-03-110,121-59-140,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,508,6.599999905,380,387,27,51,38-02-500,121-55-150,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,513,6.900000095,259,274,35,38,38-03-310,121-52-060,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,519,6.5,318,368,28,479,38-04-260,121-57-290,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,520,6.900000095,255,262,33,41,38-01-550,121-52-050,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,801,6.699999809,258,270,40,40,38-02-410,121-50-360,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,804,6.699999809,262,286,30,37,38-01-040,121-47-540,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-14,809,6.699999809,229,247,51,23,38-03-066,121-41-380,
2,2013-01-14,901,6.5,235,240,54,21,38-02-492,121-37-118,
2,2013-01-14,902,5.699999809,260,260,40,36,38-01-106,121-34-565,
2,2013-01-14,906,7,350,348,69,14,38-02-544,121-30-158,
2,2013-01-14,910,7.400000095,544,542,64,13,38-00-040,121-26-576,
2,2013-01-14,912,7.699999809,694,682,78,13,31-58-105,121-22-210,
2,2013-01-14,914,6.800000191,426,421,75,11,37-58-097,121-31-395,
2,2013-01-14,915,6.400000095,306,306,73,13,37-56-429,121-34-079,
2,2013-01-14,918,6.599999905,409,406,85,11,37-51-415,121-34-108,
2,2013-01-14,919,6.800000191,243,245,66,15,38-06-192,121-29-384,
2,2013-01-15,405,6.800000191,3859,6440,15,169,38-02-220,122-08-450,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-15,411,6.900000095,2936,3306,18,124,38-03-000,122-04-540,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-15,418,6.900000095,3038,3740,16,121,38-03-560,122-05-580,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-15,602,6.400000095,1256,1290,18,108,38-06-460,122-03-040,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-15,606,6.300000191,2267,2257,15,172,38-10-080,122-01-220,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-15,609,5.699999809,2246,2239,18,94,38-10-010,121-56-190,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-15,610,5.599999905,1713,1765,30,64,38-07-200,121-53-200,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
2,2013-01-15,703,7.300000191,247,249,57,28,38-03-003,121-47-527,
2,2013-01-15,704,7.099999905,244,245,45,26,38-03-565,121-47-243,
2,2013-01-15,705,7,223,227,57,21,38-06-058,121-42-302,
2,2013-01-15,706,7,240,239,48,25,38-05-073,121-45-038,
2,2013-01-15,707,6.900000095,238,240,57,23,38-06-472,121-42-319,
2,2013-01-15,711,6.699999809,193,194,66,17,38-10-365,121-39-474,
2,2013-01-15,716,6.400000095,284,285,48,30,38-14-184,121-41-047,
2,2013-01-15,723,6.599999905,287,285,44,33,38-14-157,121-40-222,
2,2013-01-15,812,6.099999905,237,238,56,198,38-05-232,121-38-315,
2,2013-01-15,815,5.099999905,234,237,59,18,38-05-077,121-34-199,
3,2013-01-28,508,8.300000191,947,1126,42,28,38-02-470,121-55-110,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-28,513,8,817,929,36,29,38-03-310,121-52-030,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-28,519,8.199999809,2743,2997,29,32,38-04-230,121-57-330,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-28,520,8.300000191,500,553,40,23,38-01-550,121-52-060,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-28,703,7.900000095,459,339,58,20,38-03-090,121-47-520,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-28,704,8.300000191,242,254,51,19,38-03-560,121-47-130,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-28,801,8.300000191,423,447,45,21,38-02-470,121-50-380,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-28,804,8.300000191,291,366,49,18,38-01-050,121-47-550,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-28,809,7.800000191,255,279,60,16,38-03-039,121-41-572,
3,2013-01-28,901,7.900000095,260,265,83,12,38-02-463,121-37-159,
3,2013-01-28,902,8.199999809,273,273,80,12,38-01-090,121-34-562,
3,2013-01-28,906,8.5,316,318,94,9,38-03-036,121-30-270,
3,2013-01-28,910,8.600000381,613,626,103,10,38-00-092,121-27-026,
3,2013-01-28,912,8.800000191,878,849,107,6,37-57-583,121-22-068,
3,2013-01-28,914,8.600000381,396,398,105,8,37-58-117,121-31-375,
3,2013-01-28,915,8.399999619,317,315,108,8,37-56-489,121-34-091,
3,2013-01-28,918,8.5,373,364,104,9,37-51-367,121-34-065,
3,2013-01-28,919,8.800000191,264,264,109,6,38-06-194,121-29-411,
3,2013-01-29,405,8.699999809,9400,10320,27,66,38-02-200,122-08-420,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,411,8.600000381,6510,6900,50,34,38-03-020,122-04-480,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,418,8.399999619,7140,7750,30,54,38-04-020,122-05-480,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,501,8.399999619,3748,4352,42,42,38-04-290,122-01-440,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,504,8.300000191,1639,2923,48,27,38-03-130,121-59-140,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,602,8.100000381,5090,6100,47,38,38-06-480,122-02-580,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,606,8.399999619,3835,3898,21,93,38-10-090,122-01-300,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,609,8.300000191,2587,2740,25,75,38-10-020,121-56-170,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,610,8.100000381,2399,2386,39,35,38-07-180,121-53-180,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
3,2013-01-29,705,8.800000191,216,218,75,10,38-05-512,121-42-289,
3,2013-01-29,706,9.100000381,216,222,94,13,38-04-565,121-44-365,
3,2013-01-29,707,9.199999809,233,235,62,13,38-06-490,121-42-341,
3,2013-01-29,711,9.800000191,185,187,104,11,38-10-374,121-39-429,
3,2013-01-29,716,9.199999809,365,388,48,24,38-14-233,121-41-070,
3,2013-01-29,723,9.300000191,312,335,57,26,38-14-165,121-40-213,
3,2013-01-29,812,8.100000381,237,241,95,13,38-05-247,121-38-242,
3,2013-01-29,815,8.399999619,234,239,82,9,38-05-082,121-34-200,
4,2013-02-11,501,9.800000191,3664,3540,28,51,38-04-200,122-01-170,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,508,10.10000038,470,538,41,26,38-02-350,121-54-590,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,513,9.699999809,415,403,40,26,38-03-330,121-51-590,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,519,9.600000381,938,930,40,29,38-04-220,121-57-370,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,703,8.800000191,308,321,60,11,38-03-100,121-47-580,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,704,9.600000381,262,260,45,16,38-04-020,121-47-140,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,801,9.600000381,371,373,34,24,38-03-170,121-50-540,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,804,9.899999619,272,276,72,10,38-00-590,121-47-320,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,809,9.199999809,258,259,78,10,38-03-020,121-41-420,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-11,901,10,258,259,89,9,38-02-419,121-36-575,
4,2013-02-11,902,9.600000381,297,298,89,8,38-01-113,121-34-565,
4,2013-02-11,906,10.19999981,322,324,106,8,38-02-524,121-30-141,
4,2013-02-11,910,10.89999962,745,794,119,5,38-00-062,121-26-589,
4,2013-02-11,912,11.80000019,1083,1092,181,4,37-57-596,121-22-086,
4,2013-02-11,914,10,409,411,131,6,37-57-534,121-31-490,
4,2013-02-11,915,9.699999809,344,343,81,9,37-56-452,121-34-084,
4,2013-02-11,918,9.899999619,403,404,119,10,37-51-492,121-34-178,
4,2013-02-12,405,10.60000038,6800,8830,32,26,38-02-210,122-08-400,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,411,10.39999962,4430,5480,41,33,38-03-090,122-04-240,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,418,9.899999619,5010,6410,29,51,38-04-000,122-05-460,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,504,10.30000019,902,1113,51,24,38-03-080,121-59-120,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,520,10.19999981,364,383,58,18,38-01-590,121-52-190,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,602,9.699999809,336,340,32,45,38-07-000,122-02-330,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,606,10,418,419,20,108,38-10-120,122-01-370,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,609,9.699999809,370,370,23,90,38-10-020,121-56-200,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,610,9.300000191,245,249,43,49,38-07-190,121-53-180,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
4,2013-02-12,705,9.5,248,,78,14,38-05-513,121-42-331,
4,2013-02-12,706,10.19999981,262,,53,14,38-05-190,121-44-453,
4,2013-02-12,707,9.699999809,261,,60,17,38-06-483,121-42-343,
4,2013-02-12,711,9.300000191,191,,71,15,38-10-362,121-39-426,
4,2013-02-12,716,9.699999809,390,,40,25,38-14-243,121-41-086,
4,2013-02-12,723,9.800000191,351,,46,24,38-14-177,121-40-224,
4,2013-02-12,812,9.600000381,251,,78,11,38-05-260,121-38-295,
4,2013-02-12,815,9.199999809,250,,92,9,38-05-162,121-34-206,
4,2013-02-12,919,9.300000191,242,,64,6,38-06-320,121-30-023,
5,2013-02-25,501,10.80000019,5130,5900,20,43,38-04-192,122-01-212,
5,2013-02-25,508,10.89999962,1045,1044,20,31,38-02-461,121-54-556,
5,2013-02-25,513,10.69999981,338,322,30,18,38-03-374,121-52-036,
5,2013-02-25,519,10.69999981,2046,1952,23,36,38-04-250,121-57-220,
5,2013-02-25,703,10.39999962,337,329,30,16,38-03-045,121-47-520,
5,2013-02-25,704,10.39999962,252,244,33,13,38-03-530,121-47-290,
5,2013-02-25,801,11.19999981,451,470,28,22,38-02-450,121-50-415,
5,2013-02-25,804,11.10000038,375,374,30,16,38-01-003,121-47-353,
5,2013-02-25,809,10.19999981,260,264,48,11,38-03-009,121-41-444,
5,2013-02-25,901,10.10000038,267,271,124,6,38-02-480,121-37-220,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-25,902,10,288,289,66,12,38-01-120,121-34-570,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-25,906,11.60000038,458,489,200,4,38-02-540,121-30-160,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-25,910,11.69999981,824,825,200,2,38-00-030,121-26-580,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-25,912,12,774,939,200,3,37-57-580,121-22-060,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-25,914,10.69999981,587,585,200,3,37-58-090,121-31-390,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-25,915,10.19999981,325,330,150,7,37-56-510,121-34-090,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-25,918,10.80000019,388,397,155,5,37-51-370,121-34-070,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-25,919,11.30000019,221,220,200,5,38-06-240,121-29-560,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06172015
5,2013-02-26,405,12,10270,11690,36,32,38-02-240,122-08-384,
5,2013-02-26,411,11.89999962,8510,1050,49,21,38-03-101,122-04-265,
5,2013-02-26,418,11.60000038,6480,10940,35,38,38-03-596,122-05-473,
5,2013-02-26,504,11.39999962,2171,3947,41,25,38-03-031,121-59-008,
5,2013-02-26,520,11.10000038,549,531,48,23,38-01-539,121-51-447,
5,2013-02-26,602,10.60000038,4884,4798,25,53,38-06-589,122-02-336,
5,2013-02-26,606,11.30000019,4413,4741,21,90,38-10-123,122-01-337,
5,2013-02-26,609,11.10000038,3536,3550,19,108,38-10-007,121-56-268,
5,2013-02-26,610,10.5,1889,1863,32,53,38-07-183,121-53-195,
5,2013-02-26,705,10.60000038,237,242,110,8,38-05-450,121-42-290,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06182015
5,2013-02-26,706,10.60000038,254,257,75,13,38-05-100,121-45-010,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06182015
5,2013-02-26,707,10.5,251,252,72,11,38-06-520,121-42-230,Erroneous coordinate apparent upon plotting. Changed Lat minutes from 00 to 06. Found to be a data entry error TM 06182015. Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06182015
5,2013-02-26,711,10.10000038,161,165,65,5,38-10-340,121-39-420,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06182015
5,2013-02-26,716,10.10000038,372,378,38,47,38-14-190,121-41-040,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06182015
5,2013-02-26,723,10.39999962,359,358,50,20,38-14-110,121-40-230,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06182015
5,2013-02-26,812,10.39999962,251,258,80,8,38-05-210,121-38-330,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06182015
5,2013-02-26,815,10.30000019,256,254,140,6,38-05-220,121-34-250,Converted coordinates from Decimal Minutes to Degrees Mintues Seconds TM 06182015
6,2013-03-18,501,14.30000019,8680,9290,49,27,38-04-243,122-01-334,
6,2013-03-18,508,14.69999981,3878,4130,52,28,38-02-464,121-55-082,
6,2013-03-18,513,14.39999962,2737,3770,39,33,38-03-357,121-52-065,
6,2013-03-18,519,14.39999962,5150,7300,46,29,38-04-234,121-57-370,
6,2013-03-18,703,14.19999981,803,821,54,18,38-02-449,121-47-412,
6,2013-03-18,704,14.30000019,598,695,58,17,38-03-589,121-47-200,
6,2013-03-18,801,14.60000038,993,1077,48,23,38-02-530,121-50-432,
6,2013-03-18,804,15.10000038,526,562,88,10,38-01-033,121-47-485,
6,2013-03-18,809,14.5,431,431,110,8,38-03-044,121-41-416,
6,2013-03-18,901,14.30000019,284,296,188,5,38-02-404,121-36-536,
6,2013-03-18,902,14.80000019,291,296,189,5,38-01-105,121-34-564,
6,2013-03-18,906,15.39999962,254,264,199,4,38-03-074,121-30-302,
6,2013-03-18,910,15.60000038,374,423,198,3,38-00-050,121-26-595,
6,2013-03-18,912,15.39999962,767,775,197,4,37-57-552,121-22-039,
6,2013-03-18,914,15.39999962,380,385,199,2,37-57-563,121-31-500,
6,2013-03-18,915,15.19999981,300,304,197,4,37-56-392,121-34-058,
6,2013-03-18,918,15.80000019,340,350,147,7,37-51-402,121-34-100,
6,2013-03-18,919,15.69999981,187,190,200,2,38-06-198,121-29-449,
6,2013-03-19,405,14.19999981,19550,27880,52,19,38-02-227,122-08-427,
6,2013-03-19,411,14.39999962,12450,19280,37,13,38-03-081,122-04-389,
6,2013-03-19,418,14.10000038,16100,25120,68,13,38-03-530,122-05-490,
6,2013-03-19,504,14.69999981,6160,6560,48,34,38-03-095,121-59-145,
6,2013-03-19,520,14.69999981,1134,1149,62,16,38-01-564,121-51-580,
6,2013-03-19,602,14.10000038,9100,9700,42,27,38-06-599,122-02-224,
6,2013-03-19,606,15.80000019,7300,7250,34,41,38-10-125,122-01-296,
6,2013-03-19,609,15.10000038,5080,5200,24,56,38-10-010,121-56-228,
6,2013-03-19,610,15.10000038,3813,3880,25,46,38-07-185,121-53-205,
6,2013-03-19,705,15.10000038,211,215,190,4,38-05-567,121-42-315,
6,2013-03-19,706,15.10000038,293,392,103,8,38-04-564,121-45-222,
6,2013-03-19,707,15.10000038,194,198,168,5,38-06-567,121-42-221,
6,2013-03-19,711,14.89999962,163,171,200,3,38-10-369,121-39-479,
6,2013-03-19,716,15.19999981,204,220,132,6,38-14-220,121-41-053,
6,2013-03-19,723,15.19999981,203,207,135,6,38-14-252,121-40-192,
6,2013-03-19,812,14.60000038,278,274,200,5,38-05-244,121-38-245,
6,2013-03-19,815,14.60000038,221,226,200,4,38-05-059,121-34-197,
1,2014-01-06,418,9.100000381,22020,24850,46,20,38-03-55.4,122-05-56.1,
1,2014-01-06,508,8.600000381,16570,18300,52,19,,,Coordinates removed due to error after plotting LJD 08262015
1,2014-01-06,513,8.699999809,13700,16590,68,15,,,Coordinates removed due to error after plotting LJD 08262015
1,2014-01-06,520,8.5,12730,14150,61,14,38-01-54.7,121-51-50.0,
1,2014-01-06,602,8.899999619,19970,18750,47,22,38-06-43.8,122-02-47.7,
1,2014-01-06,606,8.399999619,11580,11610,28,56,38-10-11.7,122-01-32.5,
1,2014-01-06,609,8.399999619,10960,11300,43,25,38-10-02.3,121-56-26.8,
1,2014-01-06,610,8.5,10690,12650,59,11,,,Coordinates removed due to error after plotting LJD 08262015
1,2014-01-06,801,8.399999619,11180,11560,56,14,38-02-26.7,121-50-35.1,
1,2014-01-06,804,8.399999619,7260,7900,59,13,38-01-02.8,121-47-45.0,
1,2014-01-06,809,8.199999809,2701,2811,103,8,38-03-01.3,121-41-39.8,
1,2014-01-06,901,8.300000191,1431,1440,129,6,38-02-47.5,121-37-16.1,
1,2014-01-06,902,8.399999619,1097,1105,170,5,38-01-15.4,121-34-57.5,
1,2014-01-06,906,8.699999809,538,538,200,3,38-03-07.2,121-30-31.2,
1,2014-01-06,910,8.800000191,662,690,200,2,38-00-10.5,121-27-04.0,
1,2014-01-06,912,9,979,986,200,2,37-58-04.4,121-22-14.0,
1,2014-01-06,914,8.5,580,582,200,2,37-58-11.4,121-31-34.9,
1,2014-01-06,915,8.199999809,796,800,196,3,37-56-41.7,121-34-07.0,
1,2014-01-06,918,8.300000191,742,743,200,3,37-51-37.6,121-34-07.2,
1,2014-01-06,919,8.800000191,233,246,200,3,38-06-18.8,121-29-37.9,
1,2014-01-07,340,9.600000381,31550,31450,48,19,38-05-49.2,122-15-39.2,
1,2014-01-07,342,9.100000381,31310,31450,56,18,38-08-48.1,122-17-18.4,
1,2014-01-07,343,8.600000381,32080,32410,42,27,38-10-55.8,122-18-32.1,
1,2014-01-07,344,8.399999619,32250,32070,49,17,38-12-42.8,122-18-29.6,
1,2014-01-07,345,8.300000191,30180,31200,58,14,38-13-27.9,122-18-30.7,
1,2014-01-07,346,8.100000381,29870,29660,68,9,38-14-06.4,122-17-14.2,
1,2014-01-07,347,8.300000191,28170,27860,92,6,38-15-17.1,,
1,2014-01-07,348,8.699999809,27340,27670,102,6,38-16-23.5,122-17-05.8,
1,2014-01-07,349,8.399999619,25890,26810,102,5,38-17-05.6,122-17-10.0,
1,2014-01-07,703,9,4810,8450,80,1,38-03-10.6,121-47-57.1,
1,2014-01-07,704,9,5900,8690,41,23,38-03-58.7,121-47-15.8,
1,2014-01-07,705,8.600000381,246,398,60,10,38-06-02.4,121-42-32.0,
1,2014-01-07,706,9.100000381,4992,7040,38,2,38-05-05.6,121-45-08.6,
1,2014-01-07,707,8.399999619,3392,4000,39,2,38-06-57.4,121-42-21.3,
1,2014-01-07,711,8.5,426,431,121,6,38-10-36.9,121-39-44.2,
1,2014-01-07,716,8.5,212,199,116,5,38-14-18.9,121-41-05.0,
1,2014-01-07,723,8.5,216,327,118,5,38-14-17.0,121-40-21.8,
1,2014-01-07,812,8.399999619,1250,1222,121,6,38-05-20.5,121-38-21.9,
1,2014-01-07,815,8.399999619,537,529,103,5,38-05-05.0,121-34-19.5,
1,2014-01-08,405,9.399999619,26240,33800,52,13,38-02-23.0,122-08-41.7,
1,2014-01-08,411,9.600000381,27110,31190,57,13,38-03-02.6,122-04-46.1,
1,2014-01-08,501,9.300000191,21210,24380,49,14,38-04-26.1,122-01-38.9,
1,2014-01-08,504,9.5,21640,24850,53,12,38-03-09.0,121-59-11.1,
1,2014-01-08,519,9.199999809,15580,20210,48,18,38-04-25.7,121-57-31.9,
2,2014-01-21,418,10.19999981,20270,27340,53,,38-04-00.2,122-05-52.8,
2,2014-01-21,508,9.5,15220,18550,54,7,38-02-55.9,121-54-49.6,
2,2014-01-21,513,9.600000381,13760,15140,81,7,38-03-33.1,121-52-06.8,
2,2014-01-21,520,9.300000191,11430,13740,76,5,38-01-54.6,121-51-44.6,
2,2014-01-21,602,10.5,19860,19840,59,8,38-07-00.4,122-02-29.4,
2,2014-01-21,606,9.5,10980,12420,44,16,38-10-11.9,122-01-27.0,
2,2014-01-21,609,9.399999619,10440,10950,38,11,38-10-01.1,121-56-19.6,
2,2014-01-21,610,9.600000381,10360,11470,62,7,38-07-17.0,121-53-18.8,
2,2014-01-21,801,9.399999619,10860,13370,83,5,38-02-46.4,121-50-41.5,
2,2014-01-21,804,9.300000191,7640,8370,77,14,38-00-58.2,121-47-04.8,
2,2014-01-21,809,9.199999809,2727,2881,80,8,38-03-12.7,121-41-34.1,
2,2014-01-21,901,9.100000381,1319,1418,133,6,38-02-46.3,121-37-20.4,
2,2014-01-21,902,9.399999619,1109,1129,200,3,38-01-07.6,121-34-56.4,
2,2014-01-21,906,10.19999981,590,586,200,2,38-03-00.0,121-30-21.5,
2,2014-01-21,910,9.800000191,701,732,158,4,38-00-06.4,121-27-00.3,
2,2014-01-21,912,10.19999981,1063,1101,148,3,37-57-58.2,121-22-07.3,
2,2014-01-21,914,9.699999809,650,667,200,2,37-58-09.1,121-31-40.6,
