CBSampleID,TowRowID,CBMicrocystis,CBMeterSerial,CBMeterIn,CBMeterOut,CBMeterDifference,CBComments,CBMeterEstimate,CBTowCode
50,15887,,16969,449426,460239,,,,A
51,16842,,16969,381380,393485,,,,A
52,18272,,16969,345072,357885,,,,A
53,14350,,16969,708890,721162,,,,A
54,9459,,16969,674003,682111,,,,A
55,14278,,16969,642298,653129,,,,A
56,12113,,16969,611813,621394,,,,A
57,5352,,16969,580204,590489,,,,A
58,16809,,16969,549281,560599,,,,A
59,19815,,16969,744520,754770,,,,A
60,5492,,16969,774258,784975,,,,A
61,12881,,16969,806260,816593,,,,A
62,5463,,16969,838046,848407,,,,A
63,13281,,16969,925475,935093,,,,A
64,8014,,16969,955380,964610,,2nd tow for CB,,A
65,19489,,16969,975900,985323,,,,A
66,5369,,16969,903401,914425,,,,A
67,5130,,16969,858630,869981,,,,A
68,18049,,16969,881289,892491,,,,A
69,6424,,16969,5961,18320,,,,A
70,7507,,16969,191826,201791,,,,A
71,1032,,16969,160092,170492,,,,A
72,4929,,16969,126749,136849,,,,A
73,13225,,16969,92791,104318,,,,A
74,6595,,16969,73722,82237,,,,A
75,19914,,16969,212406,222688,,,,A
76,12914,,16969,53454,63020,,,,A
77,887,,16969,30103,39449,,,,A
78,13285,,16969,315652,327124,,,,A
79,12161,,16969,348460,358663,,,,A
80,8502,,16969,295571,305909,,,,A
81,1362,,16969,369069,379756,,,,A
82,7912,,16969,265101,275231,,,,A
83,14222,,16969,244960,254829,,,,A
84,19925,,16969,560492,571144,,,,A
85,1340,,16969,528999,538829,,,,A
86,3759,,16969,0,10355,,"Really low CB meter counts (423), housing not fully submerged? Use estimate.",A,A
87,6196,,16969,474620,485523,,,,A
88,18129,,16969,442638,452350,,,,A
89,19754,,16969,411314,421990,,,,A
90,12004,,16969,592295,601968,,,,A
91,35,,16969,611159,621727,,,,A
92,12871,,16969,389450,400089,,,,A
93,7658,,16969,642030,653720,,,,A
94,7957,,16969,675510,686520,,,,A
95,7824,,16969,820080,829151,,,,A
96,12276,,16969,756559,766109,,,,A
97,1034,,16969,788951,799090,,,,A
98,11911,,16969,736731,745849,,,,A
99,13531,,16969,695878,705989,,,,A
100,2624,,16969,716399,726208,,,,A
101,9525,,16969,982391,998597,,,,A
102,8232,,16969,952630,962808,,,,A
103,13160,,16969,921491,932285,,,,A
104,15248,,16969,899459,910343,,,,A
105,18149,,16969,879368,889664,,,,A
106,6199,,16969,858970,868269,,,,A
107,18180,,16969,839639,848903,,,,A
108,7867,,16969,112801,123182,,,,A
109,5429,,16969,66487,75879,,,,A
110,14260,,16969,97374,106453,,,,A
111,5321,,16969,45049,53673,,,,A
112,8301,,16969,13429,22641,,,,A
113,9514,,16969,247250,255843,,,,A
114,8021,,16969,265194,275145,,,,A
115,8272,,16969,214311,223862,,,,A
116,5046,,16969,185617,194328,,,,A
117,14135,,16969,159295,167713,,,,A
118,6202,,16969,139930,149107,,,,A
119,8032,,16969,325262,332552,,,,A
120,18262,,16969,351579,360971,,,,A
121,5292,,16969,384383,393571,,2nd tow for CB,,A
122,19669,,16969,298129,308485,,,,A
123,8320,,16969,277311,287523,,,,A
124,17000,,16969,393569,402450,,,,A
125,12882,,16969,411515,420251,,,,A
126,18269,,16969,486878,496901,,,,A
127,5457,,16969,516330,526236,,,,A
128,11930,,16969,467879,475527,,,,A
129,1175,,16969,432442,441435,,,,A
130,5132,,16969,450109,457949,,,,A
131,1150,,16969,713041,724280,,,,A
132,19664,,16969,679070,689998,,,,A
133,1381,,16969,647349,658303,,,,A
134,18415,,16969,626030,636529,,,,A
135,13322,,16969,594659,605226,,,,A
136,6766,,16969,574991,584051,,,,A
137,13141,,16969,555248,564069,,,,A
138,13520,,16969,546956,555275,,,,A
139,19642,,,854311,865561,,,,A
140,8410,,16969,886100,896994,,,,A
141,6612,,16969,574892,605082,,Questionable flowmeter counts,,A
142,884,,16969,827973,840242,,,,A
143,13134,,16969,774859,785055,,,,A
144,6745,,16969,741452,752150,,,,A
145,6527,,,164003,174431,,,,A
146,6607,,,141791,151629,,,,A
147,5632,,,100920,115210,,,,A
148,7582,,,65372,72381,,,,A
149,5126,,,27831,41132,,,,A
150,7603,,,996280,1008579,,,,A
151,7450,,,960698,973200,,,,A
152,13226,,,196053,207620,,,,A
153,13029,,,228071,239090,,,,A
154,5197,,,251835,262461,,,,A
155,16822,,,286038,297581,,,,A
156,19685,,16969,63620,73767,,,,A
157,3757,,16969,86950,97422,,,,A
158,12128,,16969,108210,119925,,,,A
159,16944,,16969,42796,51784,,,,A
160,16801,,16969,998699,1009777,,,,A
161,2014,,16969,21490,32136,,,,A
162,5299,,16969,300678,312185,,,,A
163,7516,,16969,266642,277999,,,,A
164,19573,,16969,231460,243139,,,,A
165,12110,,16969,212351,222401,,,,A
166,11868,,16969,187540,199703,,,,A
167,19861,,16969,165475,177006,,,,A
168,9455,,16969,143219,153944,,,,A
169,2534,,16969,447543,458430,,,,A
170,5312,,16969,414741,426160,,,,A
171,5453,,16969,481944,490880,,,,A
172,18171,,16969,493479,503948,,,,A
173,2015,,16969,514410,524270,,,,A
174,12135,,16969,340089,350629,,,,A
175,7706,,16969,793849,802449,,,,A
176,13009,,16969,781770,782675,,CB Meter count too low?,,A
177,1423,,16969,747717,758358,,,,A
178,19757,,16969,713271,723249,,,,A
179,6636,,16969,634848,646171,,,,A
180,1414,,16969,603841,614130,,,,A
181,12014,,16969,804961,814462,,,,A
182,18279,,16969,820130,829669,,,,A
183,13374,,16969,838799,847778,,,,A
184,5224,,16969,854520,865359,,,,A
185,13366,,12207,310081,318516,,,,A
186,12242,,12207,328751,337413,,,,A
187,13005,,12207,470434,481434,,,,A
188,5418,,12207,435411,446281,,,,A
189,7890,,12207,397931,407361,,,,A
190,19767,,12207,349632,360582,,,,A
191,6121,,12207,382321,392814,,,,A
192,18225,,12207,701637,714850,,,,A
193,18126,,12207,678361,689396,,,,A
194,19583,,12207,645371,654173,,,,A
195,4950,,12207,622750,633362,,,,A
196,13008,,12207,599090,609538,,,,A
197,13047,,12207,574131,586041,,,,A
198,19695,,12207,527750,538531,,,,A
199,19748,,12207,503258,515190,,,,A
200,1227,,12207,844897,854160,,,,A
201,6738,,12207,821582,831971,,,,A
202,1049,,12207,789262,799521,,,,A
203,7983,,12207,864104,872972,,,,A
204,12445,,12207,885502,895163,,,,A
205,13087,,12207,764341,775011,,,,A
206,1288,,12207,728811,738531,,,,A
207,5454,,12207,63847,73573,,,,A
208,13070,,12207,32120,42619,,,,A
209,4823,,12207,993251,1004287,,,,A
210,18142,,12207,957521,967566,,,,A
211,11863,,12207,937117,946241,,,,A
212,7960,,12207,907161,915755,,,,A
213,1874,,12207,99128,107691,,,,A
214,14281,,12207,163391,173712,,,,A
215,12496,,12207,130512,140321,,,,A
216,8171,,12207,195741,206612,,,,A
217,14181,,12207,216945,227233,,,,A
218,2648,,12207,227991,237472,,,,A
219,12229,,12207,246856,256281,,,,A
220,2684,,12207,368661,377890,,,,A
221,8068,,12207,336139,347190,,,,A
222,19658,,12207,316592,326297,,,,A
223,14158,,12207,266591,275570,,,,A
224,8339,,12207,286493,290683,,,,A
225,4824,,12207,562990,574918,,,,A
226,12938,,12207,532210,542301,,,,A
227,1408,,12207,512120,521721,,,,A
228,7629,,12207,492281,501624,,,,A
229,15931,,12207,472380,481719,,,,A
230,6622,,12207,447450,457809,,,,A
231,2003,,12207,417313,427007,,,,A
232,18094,,12207,397647,406233,,,,A
233,18762,,12207,652632,660012,,,,A
234,6864,,12207,669054,678090,,,,A
235,16550,,12207,687704,696263,,,,A
236,15245,,12207,612258,619645,,,,A
237,9481,,12207,628712,636351,,,,A
238,12173,,12207,595189,602929,,,,A
239,1804,,12207,586028,595670,,CB on 2nd tow,,A
240,4820,,12207,838212,845344,,,,A
241,16815,,12207,812542,820439,,,,A
242,7458,,12207,785446,794601,,,,A
243,5353,,12207,758238,767972,,,,A
244,11873,,12207,727901,737764,,,,A
245,12526,,12207,707374,713950,,,,A
246,19578,,12207,863333,872203,,,,A
247,19773,,12207,903931,910570,,,,A
248,7841,,12207,880774,888532,,,,A
249,5455,,12207,924342,930561,,,,A
250,18765,,12207,938882,945675,,,,A
251,12808,,12207,956958,964048,,,,A
252,6590,,12207,972373,981140,,,,A
253,11236,,12207,101172,106858,,,,A
254,1465,,12207,87962,91412,,,,A
255,6474,,12207,67412,74431,,,,A
256,1858,,12207,989235,996951,,,,A
257,12559,,12207,8530,12841,,,,A
258,14295,,12207,303960,310951,,,,A
259,4900,,12207,285625,293219,,,,A
260,8034,,12207,218140,226104,,,,A
261,1376,,12207,245117,249631,,,,A
262,12897,,12207,187269,194547,,,,A
263,19545,,12207,154200,160297,,,,A
264,12081,,12207,136289,145705,,,,A
265,14299,,12207,120852,127688,,,,A
266,18346,,12207,448942,455892,,,,A
267,8396,,12207,422422,430380,,,,A
268,1119,,12207,398391,405998,,,,A
269,19673,,12207,374802,381772,,,,A
270,11206,,12207,349391,356692,,,,A
271,12854,,12207,333256,340111,,,,A
272,12711,,12207,471430,478899,,,,A
273,7493,,12207,508791,515671,,,,A
274,1754,,12207,486072,492850,,,,A
275,5510,,12207,526932,533330,,,,A
276,5634,,12207,541141,547608,,,,A
277,2632,,12207,554922,561280,,,,A
278,4952,,12207,613009,619067,,,,A
279,12716,,12207,569357,576124,,,,A
280,11853,,12207,593661,596301,,,,A
281,7989,,12207,633650,639502,,,,A
282,14240,,12207,664107,669601,,,,A
283,6191,,12207,63146,71462,,,,A
284,1180,,12207,880060,887766,,,,A
285,12099,,12207,178880,186436,,,,A
286,14242,,12207,197110,205681,,,,A
287,16435,,12207,157169,167113,,,,A
288,8370,,12207,109094,118148,,,,A
289,1856,,12207,127459,136592,,,,A
290,2704,,12207,0,9499,,CB housing broken,A,A
291,6531,,12207,0,9499,,CB housing broken,A,A
292,2021,,12207,0,9499,,CB housing broken,A,A
293,16950,,12207,0,9499,,CB housing broken,A,A
294,12145,,12207,0,9499,,CB housing broken,A,A
295,13137,,12207,0,9499,,CB housing broken,A,A
296,12744,,12207,0,9499,,CB housing broken,A,A
297,6161,,12207,224593,234092,,,,A
298,1191,,12207,390070,405297,,,,A
299,5505,,12207,332498,347385,,,,A
300,12841,,12207,314378,331963,,,,A
301,16474,,12207,245067,260707,,,,A
302,14194,,12207,76285,93295,,,,A
303,8039,,12207,979462,996685,,,,A
304,8348,,12207,880688,897922,,,,A
305,2045,,12207,760280,779291,,,,A
306,12520,,12207,376367,395798,,,,A
307,13126,,12207,623020,639201,,,,A
308,11830,,12207,567293,586594,,,,A
309,7714,,12207,227031,243682,,,,A
310,18215,,12207,302253,318932,,,,A
311,12724,,12207,321903,334515,,,,A
312,7669,,12207,349820,366941,,,,A
313,18362,,12207,400044,416101,,,,A
314,1013,,12207,447261,463972,,,,A
315,6819,,12207,496904,513514,,,,A
316,6512,,12207,551057,563830,,,,A
317,259,,12207,809130,825391,,,,A
318,14076,,12207,841775,858267,,,,A
319,8455,,12207,661814,677935,,,,A
320,12928,,12207,601055,615092,,,,A
321,6619,,12207,630948,647177,,,,A
322,8448,,12207,285105,301052,,,,A
323,1422,,12207,236768,252774,,,,A
324,13171,,12207,202263,218289,,,,A
325,12279,,12207,134277,150075,,,,A
326,18252,,12207,49533,65289,,,,A
327,4886,,12207,977342,993542,,,,A
328,12892,,12207,927722,943582,,,,A
329,1835,,12207,892132,908706,,,,A
330,5322,,12207,317944,335582,,,,A
331,11299,,12207,394220,409298,,,,A
332,8509,,12207,420572,436474,,,,A
333,45,,12207,351512,370364,,,,A
334,4966,,12207,472048,492804,,,,A
335,4860,,12207,529692,547924,,,,A
336,8297,,12207,581562,597713,,,,A
337,7561,,12207,869784,885052,,,,A
338,6853,,12207,836352,853682,,,,A
339,16479,,12207,780768,799685,,,,A
340,12167,,12207,729283,746348,,,,A
341,1424,,12207,664735,682649,,,,A
342,7916,,12207,609585,627580,,,,A
343,14192,,12207,996353,1010323,,,,A
344,5358,,12207,896610,911193,,,,A
345,5402,,12207,944556,961332,,,,A
346,7996,,12207,47806,77290,,Questionable flowmeter counts,,A
347,6751,,12207,104629,121061,,,,A
348,1273,,12207,125431,139661,,,,A
349,5034,,12207,164182,180211,,,,A
350,3837,,12207,196756,214279,,Lost CB unit on 2nd tow,,A
351,6218,,16969,777831,799518,,,,A
352,7887,,16969,884815,902558,,,,A
353,12244,,16969,572653,591676,,CB unit replaced on start of 8/16/2006,,A
354,60,,16969,630801,648689,,,,A
355,3839,,16969,840649,858305,,,,A
356,12996,,16969,921768,939278,,,,A
357,12946,,16969,420787,437451,,,,A
358,6525,,16969,374479,393292,,,,A
359,16802,,16969,319336,336191,,,,A
360,11818,,16969,237483,256306,,,,A
361,19709,,16969,152771,170738,,,,A
362,6762,,16969,62059,80589,,,,A
363,8197,,16969,599920,615563,,,,A
364,1982,,16969,632074,646947,,,,A
365,8547,,16969,669428,680684,,,,A
366,7927,,16969,703769,717200,,,,A
367,14193,,16969,787602,803510,,,,A
368,16429,,16969,827547,843013,,,,A
369,5342,,16969,733380,746322,,,,A
370,1993,,21923,65213,75049,,,,A
371,1792,,21923,213975,225152,,,,A
372,11804,,21923,182343,191475,,,,A
373,4930,,21923,163002,172163,,,,A
374,1766,,21923,102655,111544,,,,A
375,14167,1,21923,129499,137678,,Microcystis present in CB sample,,A
376,15227,,21923,525233,534195,,,,A
377,18336,,21923,494263,503833,,,,A
378,12963,,21923,438981,446624,,,,A
379,13090,,21923,422186,431549,,,,A
380,6170,1,21923,372285,381989,,Microcystis present in CB sample,,A
381,12252,1,21923,325162,333645,,Microcystis present in CB sample,,A
382,6803,1,21923,280379,303040,,Microcystis present in CB sample,,A
383,14148,,21923,272155,280379,,,,A
384,14357,,21923,710494,718244,,,,A
385,5001,,21923,726376,734234,,,,A
386,1432,,21923,571505,579211,,,,A
387,12752,,21923,685585,694521,,,,A
388,8389,,21923,0,8202,,Re-tow; no flowmeter counts,A,A
389,13304,,21923,552784,561545,,,,A
390,13323,,21923,869735,878462,,,,A
391,12986,,21923,851086,856802,,,,A
392,5122,,21923,831185,841022,,,,A
393,12256,,21923,806865,814314,,,,A
394,7635,,21923,782705,789708,,,,A
395,8113,,21923,751105,758752,,,,A
396,12696,,12441,362503,368387,,Partial block on CB flowmeter,,A
397,13338,,12441,384976,391926,,Partial block on CB flowmeter,,A
398,13094,,12441,520431,528996,,,,A
399,19834,,12441,484924,502680,,,,A
400,5176,,12441,461498,476763,,,,A
401,2000,,12441,398355,407663,,,,A
402,9491,,12441,417655,432861,,,,A
403,14244,,12441,711345,718733,,,,A
404,12066,,12441,688786,696574,,,,A
405,18184,,12441,635354,642021,,,,A
406,942,,12441,666197,676527,,,,A
407,6535,,12441,627894,635335,,CB taken on 2nd tow,,A
408,19508,,12441,602096,610844,,,,A
409,7528,,12441,577405,588131,,,,A
410,9447,,12441,554724,566039,,,,A
411,7654,,12441,917762,924766,,,,A
412,13326,,12441,846277,854913,,,,A
413,9566,,12441,821011,828433,,,,A
414,9452,,12441,932405,941601,,,,A
415,2653,,12441,789647,798905,,,,A
416,11742,,12441,740474,747356,,,,A
417,9522,,12441,145775,160162,,,,A
418,12517,,12441,133546,142444,,,,A
419,1842,,12441,79596,89624,,,,A
420,11889,,12441,52065,63346,,,,A
421,6582,,12441,986644,998127,,,,A
422,14246,,12441,223527,238174,,,,A
423,5377,,12441,286744,302116,,,,A
424,8435,,12441,321364,334696,,,,A
425,4983,,12441,352125,364661,,,,A
426,285,,12441,376975,390088,,,,A
427,4915,,12441,416786,429421,,,,A
428,7673,,12441,429424,442390,,,,A
429,1205,,12441,0,12942,,No flowmeter reading taken,A,A
430,11971,,12441,458599,470940,,,,A
431,5399,,12441,495553,509382,,,,A
432,5428,,12441,0,10854,,Missing CBMeterOut,A,A
433,18358,,12441,588747,601216,,,,A
434,1230,,12441,611905,618304,,,,A
435,382,,12441,654041,665813,,,,A
436,9472,,12441,741971,753387,,,,A
437,7919,,12441,677802,689160,,,,A
438,19938,,12441,630015,641726,,,,A
439,1017,,12441,973634,985491,,,,A
440,12509,,12441,939424,951165,,,,A
441,17001,,12441,851944,863522,,,,A
442,2683,,12441,832485,845371,,,,A
443,8521,,12441,810835,822386,,,,A
444,18138,,12441,903863,914789,,,,A
445,5163,,12441,880504,891884,,,,A
446,16835,,12441,270803,281948,,,,A
447,16783,,12441,235985,249255,,,,A
448,18393,,12441,211156,221709,,,,A
449,8430,,12441,45184,56925,,CB taken on tow 2,,A
450,16472,,12441,175485,186821,,,,A
451,4987,,12441,136154,146164,,,,A
452,12130,,12441,93283,104801,,,,A
453,19661,,12441,56943,68365,,,,A
454,1184,,12441,399424,410836,,,,A
455,19599,,12441,365615,376368,,,,A
456,7602,,12441,426944,436915,,,,A
457,4808,,12441,483565,492723,,,,A
458,6477,,12441,444652,457817,,,,A
459,4958,1,12441,513674,525915,,Microcystis present in CB sample,,A
460,18324,1,12441,564453,574864,,Microcystis present in CB sample,,A
461,14206,1,12441,730604,742045,,Microcystis present in CB sample,,A
462,6212,1,12441,651653,663005,,Microcystis present in CB sample,,A
463,8548,1,12441,675044,686136,,Microcystis present in CB sample,,A
464,5066,1,12441,628556,640456,,Microcystis present in CB sample,,A
465,8238,1,12441,585316,596279,,Microcystis present in CB sample,,A
466,13341,1,12441,607279,617715,,Microcystis present in CB sample,,A
467,1388,,12441,913047,923965,,,,A
468,13242,,12441,885426,896848,,,,A
469,8143,,12441,839067,852070,,,,A
470,1198,,12441,863233,874143,,,,A
471,7934,1,12441,810492,821408,,Microcystis present in CB sample,,A
472,7579,1,12441,776307,787438,,Microcystis present in CB sample,,A
473,9553,,12441,753266,764978,,,,A
474,12976,,12441,81239,91384,,,,A
475,12137,,12441,37542,48477,,,,A
476,11189,,12441,135177,146079,,,,A
477,1370,,12441,0,11730,,Missed start meter,A,A
478,16775,,12441,59304,71653,,,,A
479,6640,,12441,168643,179895,,,,A
480,1761,,12441,978806,990592,,,,A
481,256,,12441,936476,951216,,,,A
482,11781,,12441,337075,348897,,,,A
483,6581,,12441,303335,316376,,,,A
484,4944,,12441,265451,278333,,,,A
485,14335,,12441,227927,240086,,,,A
486,1314,,12441,191365,203664,,,,A
487,11197,,12441,374874,387075,,,,A
488,15222,,12441,408973,421846,,,,A
489,6147,,12441,445395,457345,,,,A
490,13194,1,12441,478993,491306,,,,A
491,14088,1,12441,505293,519095,,,,A
492,12768,1,12441,533497,546424,,,,A
493,14243,1,12441,685762,698665,,,,A
494,1780,1,12441,713326,726228,,,,A
495,18179,1,12441,636243,648381,,,,A
496,13506,1,12441,575582,588572,,,,A
497,1054,1,12441,0,12944,,No flowmeter counts,A,A
498,16960,1,12441,959196,971234,,,,A
499,13254,1,12441,920931,933798,,,,A
500,7608,,12441,845391,857939,,,,A
501,2035,,12441,870845,883333,,,,A
502,1242,1,12441,820045,832903,,,,A
503,5065,1,12441,792538,805263,,,,A
504,12714,1,12441,765866,778895,,,,A
505,4801,,12441,739655,753455,,,,A
506,14332,1,12441,120186,131977,,,,A
507,14084,1,12441,88007,100968,,,,A
508,12022,1,12441,64635,80706,,,,A
509,2013,1,12441,156113,168684,,,,A
510,11125,1,12441,22653,33866,,,,A
511,13358,1,12441,995690,1009170,,,,A
512,13482,,12441,460779,470993,,,,A
513,12853,,12441,387006,399193,,,,A
514,8176,,12441,418839,429995,,,,A
515,13507,1,12441,341725,351905,,,,A
516,8186,,12441,297874,318904,,,,A
517,12575,,12441,248736,260540,,,,A
518,18243,,12441,206277,218283,,,,A
519,3753,,12441,178853,191690,,,,A
520,11237,,12441,481919,494332,,,,A
521,11850,,12441,528688,540132,,,,A
522,1762,1,12441,552362,564065,,,,A
523,4996,1,12441,575413,590515,,,,A
524,11990,1,12441,610497,626603,,,,A
525,13037,1,12441,784297,798248,,,,A
526,5440,1,12441,740069,754525,,,,A
527,8568,1,12441,709996,724928,,,,A
528,14227,1,12441,641465,656231,,,,A
529,5380,1,12441,675525,690944,,,,A
530,5291,1,12441,145196,158285,,,,A
531,14106,0,12441,94165,107633,,,,A
532,1023,1,12441,17684,32062,,,,A
533,1200,0,12441,52965,66906,,,,A
534,11251,1,12441,929947,944046,,,,A
535,13133,1,12441,885710,899738,,,,A
536,14110,1,12441,845331,860176,,,,A
537,12254,0,12441,811996,826556,,,,A
538,6549,0,12441,288045,299497,,,,A
539,16436,1,12441,310934,322159,,,,A
540,7718,1,12441,333143,343835,,,,A
541,16788,1,12441,222905,234901,,,,A
542,11883,1,12441,246552,257496,,,,A
543,8195,1,12441,354355,364575,,,,A
544,7900,1,12441,198025,210569,,,,A
545,7986,1,12441,172183,185567,,,,A
546,18391,,12441,476395,483050,,,,A
547,18306,,12441,461291,468809,,,,A
548,2649,,12441,423399,430696,,,,A
549,2026,,12441,400999,408288,,,,A
550,395,1,12441,377667,386035,,,,A
551,18218,0,12441,549484,556376,,,,A
552,19630,0,12441,499970,507755,,,,A
553,13203,0,12441,563743,571074,,,,A
554,8551,0,23912,181847,197707,,,,A
555,394,0,23912,212437,227557,,,,A
556,12000,0,23912,361437,376714,,,,A
557,7828,0,23912,392247,406967,,,,A
558,14220,0,23912,333167,347407,,,,A
559,7721,0,23912,242247,256555,,,,A
560,2008,0,23912,286927,302048,,,,A
561,15920,0,23240,8263,15154,,,,A
562,12997,0,23240,996964,1002418,,,,A
563,12274,0,23240,985177,991248,,,,A
564,5050,0,23240,942137,954844,,,,A
565,12205,0,23240,960610,966108,,,,A
566,19872,0,23240,0,11411,,"meter reading too low, estimated using survey mean 2/15/2013-AH",A,A
567,14271,0,23240,0,11411,,"meter reading too low, estimated using survey mean 2/15/2013-AH",A,A
568,18046,0,23240,185508,194364,,,,A
569,15892,0,23240,112323,122483,,,,A
570,12199,0,23240,39290,50969,,,,A
571,3775,0,23240,0,11411,,"meter reading too low, estimated using survey mean 2/15/2013-AH",A,A
572,19548,0,23240,611456,624288,,,,A
573,7453,0,23240,568495,582561,,,,A
574,19770,0,23240,366032,381023,,,,A
575,14129,0,23240,540657,548501,,shallow station depth- invalidated 2/4/2013 AH due to inconsistent tow,,B
576,18165,0,23240,512840,527369,,,,A
577,19879,0,23240,454485,469588,,,,A
578,12523,0,23240,408773,424462,,,,A
579,2619,0,23240,322106,336598,,,,A
580,8243,0,23240,691790,700071,,,,A
581,12937,0,23240,717710,727917,,,,A
582,4811,0,23240,734751,740842,,,,A
583,14089,0,23240,746841,760015,,,,A
584,13092,0,23240,785290,798526,,,,A
585,1459,0,23240,819470,827810,,,,A
586,14339,0,23240,843361,853199,,,,A
587,3751,0,23240,863251,869646,,,,A
588,6112,0,23240,12840,22607,,,,A
589,9504,0,23240,963346,976458,,,,A
590,12271,0,23240,945840,956061,,,,A
591,8401,0,23240,879663,890043,,,,A
592,6117,0,23240,900933,911092,,,,A
593,11270,0,23240,228564,229088,,"very low meter reading and organism count, net probably popped out of water, invalidated 2/15/2013-AH",,B
594,6224,0,23240,0,9868,,"meter reading too low, estimated using survey mean 2/15/2013-AH",A,A
595,19506,0,23240,205314,214239,,,,A
596,19923,0,23240,189554,197487,,,,A
597,11269,0,23240,110965,119422,,,,A
598,8247,0,23240,89900,98979,,,,A
599,16803,0,23240,58229,69880,,,,A
600,8194,0,23240,34466,46437,,,,A
601,1168,0,23240,270481,282362,,,,A
602,19639,0,23240,322735,332537,,,,A
603,6613,0,23240,341883,351735,,,,A
604,12868,0,23240,294399,302591,,,,A
605,8013,0,23240,369411,383153,,,,A
606,18311,0,23240,232047,242124,,,,A
607,19889,0,23240,600058,604972,,,,A
608,4997,0,23240,580277,590207,,,,A
609,13306,0,23240,542104,554321,,,,A
610,16784,0,23240,506977,517061,,,,A
611,2682,0,23240,456483,468639,,,,A
612,11149,0,23240,405964,415610,,,,A
613,1996,0,23240,619391,626102,,,,A
614,11316,0,23240,638071,643654,,,,A
615,16967,0,23240,658917,672535,,,,A
616,3853,0,23240,689904,692601,,,,A
617,8414,0,23240,0,9868,,"meter reading too low, estimated using survey mean 2/15/2013-AH",A,A
618,5117,0,23286,238015,259256,,,,A
619,18342,0,23286,193643,215660,,,,A
620,19502,0,23286,151231,165194,,,,A
621,12817,0,23286,84735,107087,,,,A
622,13267,0,23286,17444,39506,,,,A
623,18219,0,23286,953671,973225,,,,A
624,12028,0,23240,24398,36653,,,,A
625,3824,0,23240,0,12226,,Meter too high- estimated using survey mean from non-detritus samples,A,A
626,18157,0,23240,175407,186368,,,,A
627,12786,0,23240,207845,220472,,,,A
628,3768,0,23240,150615,162714,,,,A
629,13048,0,23240,101602,113261,,,,A
630,7568,1,23240,125533,137977,,,,A
631,12755,0,23286,274666,296538,,,,A
632,5232,0,23286,340076,362397,,,,A
633,5183,0,23286,405546,424144,,,,A
634,6446,0,23286,462251,483166,,,,A
635,16987,0,23286,568986,589359,,,,A
636,15904,0,23286,493197,509634,,,,A
637,2672,0,23286,611156,632872,,,,A
638,19940,0,23286,666686,687752,,,,A
639,1859,0,23286,715012,736179,,,,A
640,19640,0,23240,413458,420913,,,,A
641,1382,0,23240,394512,403752,,,,A
642,11171,0,23240,349112,362519,,,,A
643,8225,0,23240,380730,387911,,,,A
644,7532,0,23286,770337,791277,,,,A
645,3873,0,23286,833588,854406,,,,A
646,6510,0,23240,325023,337484,,,,A
647,12026,0,23240,299649,312127,,,,A
648,14338,1,23240,270150,281885,,,,A
649,13320,0,23240,245745,258103,,,,A
650,7959,0,23240,631810,641860,,,,A
651,7578,0,23240,566835,607185,,"CB Retow (tow 2); Switched CB net (net 3); Looks like sample spilled or not sieved properly, invalidated sample 11/7/2012 AH",,C
