SampleRowID,SampleDate,SurveyNumber,StationCode,MethodCode,WaterTemperature,BottomTemperature,ConductivityTop,ConductivityBottom,CableOut,DepthBottom,Secchi,SecchiEstimated,Turbidity,SampleTimeStart,SampleTimeEnd,MeterStart,MeterEnd,MeterDifference,TideCode,TowDirectionCode,WeatherCode,Microcystis,WaveCode,WindDirection,StartLatDegrees,StartLatMinutes,StartLatSeconds,StartLongDegrees,StartLongMinutes,StartLongSeconds,EndLatDegrees,EndLatMinutes,EndLatSeconds,EndLongDegrees,EndLongMinutes,EndLongSeconds,Gear,TowDuration
1568,1967-10-18,4,305,MWTR,17.89999962,,30240,,,,0.800000012,FALSE,,0.41,0.413888889,,,,,,,,,,,,,,,,,,,,,,,
3191,1967-10-18,4,321,MWTR,18.60000038,,26070,,,,0.800000012,FALSE,,0.39,0.400694444,,,,,,,,,,,,,,,,,,,,,,,
3576,1967-10-18,4,323,MWTR,18.29999924,,31290,,,,0.699999988,FALSE,,0.34,0.342361111,,,,,,,,,,,,,,,,,,,,,,,
3755,1967-10-18,4,324,MWTR,18.89999962,,21900,,,,0.839999974,FALSE,,0.35,0.354861111,,,,,,,,,,,,,,,,,,,,,,,
4272,1967-10-18,4,328,MWTR,18.79999924,,21900,,,,0.75,FALSE,,0.39,0.397222222,,,,,,,,,,,,,,,,,,,,,,,
5654,1967-10-18,4,338,MWTR,19.20000076,,22950,,,,0.779999971,FALSE,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
6023,1967-10-18,4,340,MWTR,19.10000038,,20860,,,,0.519999981,FALSE,,0.33,0.3375,,,,,,,,,,,,,,,,,,,,,,,
4456,1967-10-19,4,416,MWTR,18.60000038,,5840,,,,0.159999996,FALSE,,0.39,0.395138889,,,,,,,,,,,,,,,,,,,,,,,
6956,1967-10-19,4,405,MWTR,18.39999962,,13970,,,,0.400000006,FALSE,,0.4,0.405555556,,,,,,,,,,,,,,,,,,,,,,,
8695,1967-10-19,4,414,MWTR,18.5,,11890,,,,0.150000006,FALSE,,0.32,0.322916667,,,,,,,,,,,,,,,,,,,,,,,
9636,1967-10-19,4,418,MWTR,18.70000076,,5110,,,,0.200000003,FALSE,,0.37,0.380555556,,,,,,,,,,,,,,,,,,,,,,,
9837,1967-10-19,4,419,MWTR,18.79999924,,3130,,,,0.200000003,FALSE,,0.35,0.358333333,,,,,,,,,,,,,,,,,,,,,,,
11267,1967-10-19,4,603,MWTR,18.89999962,,4140,,,,0.25,FALSE,,0.43,0.436805556,,,,,,,,,,,,,,,,,,,,,,,
12545,1967-10-19,4,515,MWTR,19.39999962,,4800,,,,0.209999993,FALSE,,0.4,0.40625,,,,,,,,,,,,,,,,,,,,,,,
12771,1967-10-19,4,516,MWTR,19.29999924,,4440,,,,0.159999996,FALSE,,0.45,0.456944444,,,,,,,,,,,,,,,,,,,,,,,
12970,1967-10-19,4,517,MWTR,19.20000076,,3930,,,,0.200000003,FALSE,,0.35,0.357638889,,,,,,,,,,,,,,,,,,,,,,,
13161,1967-10-19,4,518,MWTR,19.20000076,,2990,,,,0.180000007,FALSE,,0.58,0.592361111,,,,,,,,,,,,,,,,,,,,,,,
13342,1967-10-19,4,519,MWTR,19.20000076,,2790,,,,0.159999996,FALSE,,0.55,0.561805556,,,,,,,,,,,,,,,,,,,,,,,
13570,1967-10-19,4,601,MWTR,18.89999962,,3820,,,,0.25,FALSE,,0.52,0.528472222,,,,,,,,,,,,,,,,,,,,,,,
14165,1967-10-19,4,604,MWTR,18.39999962,,2920,,,,0.180000007,FALSE,,0.39,0.39375,,,,,,,,,,,,,,,,,,,,,,,
14368,1967-10-19,4,605,MWTR,18.79999924,,2820,,,,0.200000003,FALSE,,0.36,0.365277778,,,,,,,,,,,,,,,,,,,,,,,
14575,1967-10-19,4,606,MWTR,18.89999962,,2710,,,,0.189999998,FALSE,,0.44,0.449305556,,,,,,,,,,,,,,,,,,,,,,,
14777,1967-10-19,4,607,MWTR,18.79999924,,3020,,,,0.150000006,FALSE,,0.37,0.378472222,,,,,,,,,,,,,,,,,,,,,,,
7693,1967-10-20,4,409,MWTR,18.60000038,,7860,,,,0.310000002,FALSE,,0.42,0.43125,,,,,,,,,,,,,,,,,,,,,,,
7897,1967-10-20,4,410,MWTR,18.60000038,,9820,,,,0.319999993,FALSE,,0.45,0.4625,,,,,,,,,,,,,,,,,,,,,,,
8119,1967-10-20,4,411,MWTR,18.60000038,,4960,,,,0.270000011,FALSE,,0.33,0.336805556,,,,,,,,,,,,,,,,,,,,,,,
8323,1967-10-20,4,412,MWTR,18.60000038,,6720,,,,0.25,FALSE,,0.36,0.370138889,,,,,,,,,,,,,,,,,,,,,,,
8495,1967-10-20,4,413,MWTR,18.60000038,,6100,,,,0.209999993,FALSE,,0.68,0.690972222,,,,,,,,,,,,,,,,,,,,,,,
9856,1967-10-20,4,501,MWTR,18.79999924,,3100,,,,0.25999999,FALSE,,0.48,0.488194444,,,,,,,,,,,,,,,,,,,,,,,
10057,1967-10-20,4,502,MWTR,18.89999962,,2320,,,,0.230000004,FALSE,,0.45,0.453472222,,,,,,,,,,,,,,,,,,,,,,,
10263,1967-10-20,4,503,MWTR,19,,1600,,,,0.239999995,FALSE,,0.38,0.388194444,,,,,,,,,,,,,,,,,,,,,,,
10463,1967-10-20,4,504,MWTR,19.29999924,,1070,,,,0.300000012,FALSE,,0.37,0.379861111,,,,,,,,,,,,,,,,,,,,,,,
10666,1967-10-20,4,505,MWTR,19.89999962,,950,,,,0.300000012,FALSE,,0.44,0.452083333,,,,,,,,,,,,,,,,,,,,,,,
10888,1967-10-20,4,506,MWTR,19.5,,690,,,,0.340000004,FALSE,,0.42,0.425694444,,,,,,,,,,,,,,,,,,,,,,,
10914,1967-10-20,4,507,MWTR,19.29999924,,570,,,,0.370000005,FALSE,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
11139,1967-10-20,4,508,MWTR,19.10000038,,590,,,,0.25,FALSE,,0.44,,,,,,,,,,,,,,,,,,,,,,,,
11522,1967-10-20,4,509,MWTR,18.79999924,,550,,,,0.239999995,FALSE,,0.42,,,,,,,,,,,,,,,,,,,,,,,,
11743,1967-10-20,4,510,MWTR,19.10000038,,620,,,,0.270000011,FALSE,,0.52,,,,,,,,,,,,,,,,,,,,,,,,
11943,1967-10-20,4,511,MWTR,18.89999962,,550,,,,0.310000002,FALSE,,0.42,,,,,,,,,,,,,,,,,,,,,,,,
12140,1967-10-20,4,512,MWTR,19.10000038,,560,,,,0.300000012,FALSE,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
9251,1967-10-21,4,704,MWTR,17,,163,,,,0.349999994,FALSE,,0.33,,,,,,,,,,,,,,,,,,,,,,,,
11363,1967-10-21,4,708,MWTR,16.10000038,,143,,,,0.479999989,FALSE,,0.39,,,,,,,,,,,,,,,,,,,,,,,,
12330,1967-10-21,4,513,MWTR,18.39999962,,530,,,,0.379999995,FALSE,,0.46,,,,,,,,,,,,,,,,,,,,,,,,
12523,1967-10-21,4,514,MWTR,18.39999962,,470,,,,0.319999993,FALSE,,0.48,,,,,,,,,,,,,,,,,,,,,,,,
14799,1967-10-21,4,608,MWTR,17.79999924,,790,,,,0.25999999,FALSE,,0.44,,,,,,,,,,,,,,,,,,,,,,,,
15027,1967-10-21,4,701,MWTR,18.29999924,,280,,,,0.389999986,FALSE,,0.45,,,,,,,,,,,,,,,,,,,,,,,,
15249,1967-10-21,4,702,MWTR,17.79999924,,230,,,,0.349999994,FALSE,,0.46,,,,,,,,,,,,,,,,,,,,,,,,
15282,1967-10-21,4,703,MWTR,17.39999962,,195,,,,0.349999994,FALSE,,0.47,,,,,,,,,,,,,,,,,,,,,,,,
15649,1967-10-21,4,705,MWTR,16.79999924,,153,,,,0.449999988,FALSE,,0.54,,,,,,,,,,,,,,,,,,,,,,,,
15875,1967-10-21,4,706,MWTR,16.60000038,,149,,,,0.5,FALSE,,0.52,,,,,,,,,,,,,,,,,,,,,,,,
16068,1967-10-21,4,707,MWTR,16.20000076,,146,,,,0.5,FALSE,,0.46,,,,,,,,,,,,,,,,,,,,,,,,
16406,1967-10-21,4,709,MWTR,16.10000038,,139,,,,0.600000024,FALSE,,0.46,,,,,,,,,,,,,,,,,,,,,,,,
16621,1967-10-21,4,710,MWTR,16,,139,,,,0.600000024,FALSE,,0.39,,,,,,,,,,,,,,,,,,,,,,,,
16666,1967-10-22,4,803,MWTR,18,,244,,,,0.449999988,FALSE,,0.46,,,,,,,,,,,,,,,,,,,,,,,,
16687,1967-10-22,4,804,MWTR,18.10000038,,207,,,,0.430000007,FALSE,,0.37,,,,,,,,,,,,,,,,,,,,,,,,
18227,1967-10-22,4,801,MWTR,18.20000076,,401,,,,0.400000006,FALSE,,0.37,,,,,,,,,,,,,,,,,,,,,,,,
18248,1967-10-22,4,802,MWTR,18.20000076,,401,,,,0.400000006,FALSE,,0.44,,,,,,,,,,,,,,,,,,,,,,,,
18671,1967-10-22,4,805,MWTR,18.20000076,,189,,,,0.550000012,FALSE,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
18695,1967-10-22,4,806,MWTR,18.39999962,,190,,,,0.550000012,FALSE,,0.37,,,,,,,,,,,,,,,,,,,,,,,,
18894,1967-10-22,4,807,MWTR,18.10000038,,189,,,,0.550000012,FALSE,,0.39,,,,,,,,,,,,,,,,,,,,,,,,
19093,1967-10-22,4,808,MWTR,17.79999924,,182,,,,0.600000024,FALSE,,0.51,,,,,,,,,,,,,,,,,,,,,,,,
19289,1967-10-22,4,809,MWTR,17.39999962,,189,,,,0.550000012,FALSE,,0.38,,,,,,,,,,,,,,,,,,,,,,,,
19490,1967-10-22,4,810,MWTR,17.29999924,,190,,,,0.620000005,FALSE,,0.45,,,,,,,,,,,,,,,,,,,,,,,,
19715,1967-10-22,4,811,MWTR,17.29999924,,191,,,,0.600000024,FALSE,,0.33,,,,,,,,,,,,,,,,,,,,,,,,
19909,1967-10-22,4,812,MWTR,17.10000038,,204,,,,0.620000005,FALSE,,0.46,,,,,,,,,,,,,,,,,,,,,,,,
20103,1967-10-22,4,813,MWTR,17.20000076,,204,,,,0.579999983,FALSE,,0.44,,,,,,,,,,,,,,,,,,,,,,,,
20289,1967-10-22,4,814,MWTR,17.10000038,,200,,,,0.600000024,FALSE,,0.45,,,,,,,,,,,,,,,,,,,,,,,,
20479,1967-10-22,4,815,MWTR,17.10000038,,199,,,,0.589999974,FALSE,,0.43,,,,,,,,,,,,,,,,,,,,,,,,
20846,1967-10-23,4,903,MWTR,15.69999981,,204,,,,0.649999976,FALSE,,0.36,,,,,,,,,,,,,,,,,,,,,,,,
21052,1967-10-23,4,904,MWTR,17.10000038,,199,,,,0.519999981,FALSE,,0.37,,,,,,,,,,,,,,,,,,,,,,,,
21236,1967-10-23,4,905,MWTR,17.20000076,,199,,,,0.50999999,FALSE,,0.38,,,,,,,,,,,,,,,,,,,,,,,,
21407,1967-10-23,4,906,MWTR,18.10000038,,236,,,,0.409999996,FALSE,,0.39,,,,,,,,,,,,,,,,,,,,,,,,
21591,1967-10-23,4,907,MWTR,16.39999962,,165,,,,0.610000014,FALSE,,0.46,,,,,,,,,,,,,,,,,,,,,,,,
21609,1967-10-23,4,908,MWTR,17.89999962,,479,,,,0.419999987,FALSE,,0.45,,,,,,,,,,,,,,,,,,,,,,,,
21813,1967-10-23,4,909,MWTR,18.39999962,,484,,,,0.479999989,FALSE,,0.39,0.396527778,,,,,,,,,,,,,,,,,,,,,,,
21994,1967-10-23,4,910,MWTR,19,,583,,,,0.460000008,FALSE,,0.35,0.35625,,,,,,,,,,,,,,,,,,,,,,,
22195,1967-10-23,4,911,MWTR,19.10000038,,605,,,,0.409999996,FALSE,,0.35,0.354166667,,,,,,,,,,,,,,,,,,,,,,,
22345,1967-10-23,4,912,MWTR,19.10000038,,605,,,,0.419999987,FALSE,,0.37,0.373611111,,,,,,,,,,,,,,,,,,,,,,,
20631,1967-10-24,4,901,MWTR,17.79999924,,192,,,,0.620000005,FALSE,,0.37,0.378472222,,,,,,,,,,,,,,,,,,,,,,,
20653,1967-10-24,4,902,MWTR,18,,205,,,,0.469999999,FALSE,,0.4,0.411111111,,,,,,,,,,,,,,,,,,,,,,,
22528,1967-10-24,4,913,MWTR,18.70000076,,215,,,,0.469999999,FALSE,,0.39,0.398611111,,,,,,,,,,,,,,,,,,,,,,,
22664,1967-10-24,4,914,MWTR,18.70000076,,288,,,,0.460000008,FALSE,,0.45,0.452083333,,,,,,,,,,,,,,,,,,,,,,,
1278,1967-11-14,5,207,MWTR,14.30000019,,29800,,,,0.99000001,FALSE,,0.4,0.408333333,,,,,,,,,,,,,,,,,,,,,,,
1369,1967-11-14,5,210,MWTR,14.19999981,,30000,,,,0.99000001,FALSE,,0.38,0.381944444,,,,,,,,,,,,,,,,,,,,,,,
1569,1967-11-14,5,305,MWTR,14.80000019,,26900,,,,0.99000001,FALSE,,0.39,0.393055556,,,,,,,,,,,,,,,,,,,,,,,
3192,1967-11-14,5,321,MWTR,15.19999981,,23600,,,,0.899999976,FALSE,,0.44,0.447222222,,,,,,,,,,,,,,,,,,,,,,,
3577,1967-11-14,5,323,MWTR,15.30000019,,18300,,,,0.810000002,FALSE,,0.37,0.363888889,,,,,,,,,,,,,,,,,,,,,,,
3756,1967-11-14,5,324,MWTR,16.39999962,,10300,,,,0.920000017,FALSE,,0.37,0.38125,,,,,,,,,,,,,,,,,,,,,,,
4273,1967-11-14,5,328,MWTR,15.5,,21500,,,,0.99000001,FALSE,,0.41,0.420138889,,,,,,,,,,,,,,,,,,,,,,,
5655,1967-11-14,5,338,MWTR,15.69999981,,21600,,,,0.680000007,FALSE,,0.48,0.486111111,,,,,,,,,,,,,,,,,,,,,,,
6024,1967-11-14,5,340,MWTR,16.60000038,,23500,,,,0.540000021,FALSE,,0.42,0.429166667,,,,,,,,,,,,,,,,,,,,,,,
4457,1967-11-15,5,416,MWTR,15.69999981,,6740,,,,0.280000001,FALSE,,0.38,0.385416667,,,,,,,,,,,,,,,,,,,,,,,
6957,1967-11-15,5,405,MWTR,15.69999981,,20400,,,,0.379999995,FALSE,,0.4,0.408333333,,,,,,,,,,,,,,,,,,,,,,,
8696,1967-11-15,5,414,MWTR,15.69999981,,7750,,,,0.300000012,FALSE,,0.42,0.424305556,,,,,,,,,,,,,,,,,,,,,,,
9637,1967-11-15,5,418,MWTR,15.80000019,,5620,,,,0.300000012,FALSE,,0.38,0.390972222,,,,,,,,,,,,,,,,,,,,,,,
9838,1967-11-15,5,419,MWTR,15.80000019,,5340,,,,0.300000012,FALSE,,0.45,0.461111111,,,,,,,,,,,,,,,,,,,,,,,
11268,1967-11-15,5,603,MWTR,15.89999962,,5450,,,,0.280000001,FALSE,,0.44,0.446527778,,,,,,,,,,,,,,,,,,,,,,,
12546,1967-11-15,5,515,MWTR,17.10000038,,4490,,,,0.289999992,FALSE,,0.38,0.389583333,,,,,,,,,,,,,,,,,,,,,,,
