SampleDate,Year,Month,TowNumber,SurveySeason,StationCode,Volume,Type,Longitude,Latitude
2008-09-08,2008,9,1,FMWT,306,3188.5432579000003,Station,-122.41488,38.00042
2008-09-08,2008,9,1,FMWT,307,3362.2180823,Start,-122.41528333346112,38.00695000012778
2008-09-08,2008,9,1,FMWT,307,3362.2180823,End,-122.415,38.00833333333333
2008-09-08,2008,9,1,FMWT,307,3362.2180823,Station,-122.4192,38.00472
2008-09-08,2008,9,1,FMWT,308,5057.5604078999995,Start,-122.40333333333334,38.017783333328055
2008-09-08,2008,9,1,FMWT,308,5057.5604078999995,End,-122.40361666679445,38.01694999999472
2008-09-08,2008,9,1,FMWT,308,5057.5604078999995,Station,-122.40438,38.01745
2008-11-03,2008,11,1,FMWT,305,6664.627615799999,Start,-122.40945000012778,37.99638333320556
2008-11-03,2008,11,1,FMWT,305,6664.627615799999,End,-122.41304999987223,38.0025
2008-11-03,2008,11,1,FMWT,305,6664.627615799999,Station,-122.4086,37.9987
2008-11-03,2008,11,1,FMWT,306,6844.0532622,Start,-122.41416666666667,38.000283333328056
2008-11-03,2008,11,1,FMWT,306,6844.0532622,End,-122.41778333332806,38.00721666653889
2008-11-03,2008,11,1,FMWT,306,6844.0532622,Station,-122.41488,38.00042
2008-11-03,2008,11,1,FMWT,307,7439.8384214,Start,-122.41916666666667,38.00471666653889
2008-11-03,2008,11,1,FMWT,307,7439.8384214,End,-122.41861666666139,38.01166666666666
2008-11-03,2008,11,1,FMWT,307,7439.8384214,Station,-122.4192,38.00472
2008-11-03,2008,11,1,FMWT,308,6465.6491746,Start,-122.40304999987222,38.013333333333335
2008-11-03,2008,11,1,FMWT,308,6465.6491746,End,-122.40333333333334,38.02028333346111
2008-11-03,2008,11,1,FMWT,308,6465.6491746,Station,-122.40438,38.01745
2008-12-04,2008,12,1,FMWT,305,6062.5165523999995,Start,-122.41721666667195,37.993616666794445
2008-12-04,2008,12,1,FMWT,305,6062.5165523999995,End,-122.41638333320556,37.99054999987222
2008-12-04,2008,12,1,FMWT,305,6062.5165523999995,Station,-122.4086,37.9987
2008-12-04,2008,12,1,FMWT,306,4999.189564599999,Start,-122.40861666679444,37.99861666679445
2008-12-04,2008,12,1,FMWT,306,4999.189564599999,End,-122.41416666666667,37.99638333320556
2008-12-04,2008,12,1,FMWT,306,4999.189564599999,Station,-122.41488,38.00042
2008-12-04,2008,12,1,FMWT,307,4567.8779146,Start,-122.41528333346112,38.00528333346111
2008-12-04,2008,12,1,FMWT,307,4567.8779146,End,-122.41638333320556,38.000550000005276
2008-12-04,2008,12,1,FMWT,307,4567.8779146,Station,-122.4192,38.00472
2008-12-04,2008,12,1,FMWT,308,5492.897633299999,Start,-122.40445000012778,38.015
2008-12-04,2008,12,1,FMWT,308,5492.897633299999,End,-122.72861666679445,38.01028333346111
2008-12-04,2008,12,1,FMWT,308,5492.897633299999,Station,-122.40438,38.01745
2009-09-08,2009,9,1,FMWT,305,5553.2812643,Start,-122.40896666632779,37.99881666713333
2009-09-08,2009,9,1,FMWT,305,5553.2812643,End,-122.40696666664445,38.0019000000425
2009-09-08,2009,9,1,FMWT,305,5553.2812643,Station,-122.4086,37.9987
2009-09-08,2009,9,1,FMWT,306,4267.3974651,Start,-122.41434999995833,38.000499999986666
2009-09-08,2009,9,1,FMWT,306,4267.3974651,End,-122.41354999966111,37.999866666794446
2009-09-08,2009,9,1,FMWT,306,4267.3974651,Station,-122.41488,38.00042
2009-09-08,2009,9,1,FMWT,307,4972.1607012,Start,-122.42201666673056,38.002649999989444
2009-09-08,2009,9,1,FMWT,307,4972.1607012,End,-122.42178333335556,38.00161666671445
2009-09-08,2009,9,1,FMWT,307,4972.1607012,Station,-122.4192,38.00472
2009-09-08,2009,9,1,FMWT,308,5208.8070265,Start,-122.4061999999139,38.016666666666666
2009-09-08,2009,9,1,FMWT,308,5208.8070265,End,-122.4049499999139,38.01914999988333
2009-09-08,2009,9,1,FMWT,308,5208.8070265,Station,-122.40438,38.01745
2009-10-05,2009,10,1,FMWT,305,3602.3149007999996,Start,-122.40644999980834,37.99901666641111
2009-10-05,2009,10,1,FMWT,305,3602.3149007999996,End,-122.40346666653889,37.998516666625
2009-10-05,2009,10,1,FMWT,305,3602.3149007999996,Station,-122.4086,37.9987
2009-10-05,2009,10,1,FMWT,306,3287.7449374000003,Start,-122.41496666696389,38.00148333337583
2009-10-05,2009,10,1,FMWT,306,3287.7449374000003,End,-122.41150000042501,38.00158333328028
2009-10-05,2009,10,1,FMWT,306,3287.7449374000003,Station,-122.41488,38.00042
2009-10-05,2009,10,1,FMWT,307,3069.7887836000004,Start,-122.41953333324723,38.00510000016944
2009-10-05,2009,10,1,FMWT,307,3069.7887836000004,End,-122.41558333290834,38.00521666685833
2009-10-05,2009,10,1,FMWT,307,3069.7887836000004,Station,-122.4192,38.00472
2009-10-05,2009,10,1,FMWT,308,4798.1983357,Start,-122.39934999995835,38.019450000127776
2009-10-05,2009,10,1,FMWT,308,4798.1983357,End,-122.39713333341945,38.026199999913885
2009-10-05,2009,10,1,FMWT,308,4798.1983357,Station,-122.40438,38.01745
2009-11-02,2009,11,1,FMWT,305,5145.2604434,Start,-122.4088666666889,37.999883333841666
2009-11-02,2009,11,1,FMWT,305,5145.2604434,End,-122.40408333328057,38.00008333333667
2009-11-02,2009,11,1,FMWT,305,5145.2604434,Station,-122.4086,37.9987
2009-11-02,2009,11,1,FMWT,306,4284.0748489,Start,-122.41516666624167,38.002050000031666
2009-11-02,2009,11,1,FMWT,306,4284.0748489,End,-122.40880000008612,38.00345000002222
2009-11-02,2009,11,1,FMWT,306,4284.0748489,Station,-122.41488,38.00042
2009-11-02,2009,11,1,FMWT,307,5343.6638024,Start,-122.42281666649723,38.005833333333335
2009-11-02,2009,11,1,FMWT,307,5343.6638024,End,-122.41711666666806,38.00748333348056
2009-11-02,2009,11,1,FMWT,307,5343.6638024,Station,-122.4192,38.00472
2009-11-02,2009,11,1,FMWT,308,5325.5487131,Start,-122.39984999974445,38.01708333333333
2009-11-02,2009,11,1,FMWT,308,5325.5487131,End,-122.39706666628612,38.01761666668778
2009-11-02,2009,11,1,FMWT,308,5325.5487131,Station,-122.40438,38.01745
2009-12-01,2009,12,1,FMWT,305,5596.1248882,Start,-122.40875000000001,37.997566667133334
2009-12-01,2009,12,1,FMWT,305,5596.1248882,End,-122.41018333329167,37.99776666641111
2009-12-01,2009,12,1,FMWT,305,5596.1248882,Station,-122.4086,37.9987
2009-12-01,2009,12,1,FMWT,306,5192.1296427,Start,-122.41434999995833,37.99895000033889
2009-12-01,2009,12,1,FMWT,306,5192.1296427,End,-122.41363333384167,37.99918333371389
2009-12-01,2009,12,1,FMWT,306,5192.1296427,Station,-122.41488,38.00042
2009-12-01,2009,12,1,FMWT,307,4845.067534999999,Start,-122.42061666674167,38.00744999991389
2009-12-01,2009,12,1,FMWT,307,4845.067534999999,End,-122.42070000012778,38.00903333346111
2009-12-01,2009,12,1,FMWT,307,4845.067534999999,Station,-122.4192,38.00472
2009-12-01,2009,12,1,FMWT,308,5407.4979266,Start,-122.40489999983056,38.01656666649722
2009-12-01,2009,12,1,FMWT,308,5407.4979266,End,-122.40559999995834,38.015683333077774
2009-12-01,2009,12,1,FMWT,308,5407.4979266,Station,-122.40438,38.01745
2010-09-09,2010,9,1,FMWT,305,4570.753325600001,Start,-122.40546666675279,38.00058333330694
2010-09-09,2010,9,1,FMWT,305,4570.753325600001,End,-122.40300000005278,38.006766666836114
2010-09-09,2010,9,1,FMWT,305,4570.753325600001,Station,-122.4086,37.9987
2010-09-09,2010,9,1,FMWT,306,5219.7335883,Start,-122.4122166665389,38.00343333323889
2010-09-09,2010,9,1,FMWT,306,5219.7335883,End,-122.40633333312223,38.004916666877776
2010-09-09,2010,9,1,FMWT,306,5219.7335883,Station,-122.41488,38.00042
2010-09-09,2010,9,1,FMWT,307,7433.5125172,Start,-122.41895000007418,38.00471666653889
2010-09-09,2010,9,1,FMWT,307,7433.5125172,End,-122.4129833338,38.00099999997361
2010-09-09,2010,9,1,FMWT,307,7433.5125172,Station,-122.4192,38.00472
2010-09-09,2010,9,1,FMWT,308,4153.8187306,Start,-122.40348333332223,38.01549999978889
2010-09-09,2010,9,1,FMWT,308,4153.8187306,End,-122.40656666649723,38.01679999999694
2010-09-09,2010,9,1,FMWT,308,4153.8187306,Station,-122.40438,38.01745
2010-10-04,2010,10,1,FMWT,305,5879.0653306,Start,-122.40320000012778,38.001800000005275
2010-10-04,2010,10,1,FMWT,305,5879.0653306,End,-122.40348333332223,38.00248333321667
2010-10-04,2010,10,1,FMWT,305,5879.0653306,Station,-122.4086,37.9987
2010-10-04,2010,10,1,FMWT,306,6757.21585,Start,-122.41450000021112,38.004849999744444
2010-10-04,2010,10,1,FMWT,306,6757.21585,End,-122.41328333324722,38.00511666668889
2010-10-04,2010,10,1,FMWT,306,6757.21585,Station,-122.41488,38.00042
2010-10-04,2010,10,1,FMWT,307,5950.6630645000005,Start,-122.42018333329167,38.00793333318611
2010-10-04,2010,10,1,FMWT,307,5950.6630645000005,End,-122.41971666653889,38.00890000025556
2010-10-04,2010,10,1,FMWT,307,5950.6630645000005,Station,-122.4192,38.00472
2010-10-04,2010,10,1,FMWT,308,5109.605347,Start,-122.40368333339723,38.01761666668778
2010-10-04,2010,10,1,FMWT,308,5109.605347,End,-122.40464999993611,38.01678333332972
2010-10-04,2010,10,1,FMWT,308,5109.605347,Station,-122.40438,38.01745
2010-11-01,2010,11,1,FMWT,305,4524.1716674,Start,-122.40658333354445,38.008033333355556
2010-11-01,2010,11,1,FMWT,305,4524.1716674,End,-122.40078333331473,38.00989999983056
2010-11-01,2010,11,1,FMWT,305,4524.1716674,Station,-122.4086,37.9987
2010-11-01,2010,11,1,FMWT,306,3451.0682821999994,Start,-122.41301666683611,38.00438333325833
2010-11-01,2010,11,1,FMWT,306,3451.0682821999994,End,-122.41066666709168,38.00288333336389
2010-11-01,2010,11,1,FMWT,306,3451.0682821999994,Station,-122.41488,38.00042
2010-11-01,2010,11,1,FMWT,307,4874.3967272,Start,-122.42083333333333,38.006483333375
2010-11-01,2010,11,1,FMWT,307,4874.3967272,End,-122.41903333346056,38.00643333329167
2010-11-01,2010,11,1,FMWT,307,4874.3967272,Station,-122.4192,38.00472
2010-12-01,2010,12,1,FMWT,305,4338.995199,Start,-122.40570000012778,38.00098333332278
2010-12-01,2010,12,1,FMWT,305,4338.995199,End,-122.40858333322778,37.998549999661115
2010-12-01,2010,12,1,FMWT,305,4338.995199,Station,-122.4086,37.9987
2010-12-01,2010,12,1,FMWT,306,4412.6057206,Start,-122.41354999966111,37.99994999991389
2010-12-01,2010,12,1,FMWT,306,4412.6057206,End,-122.41636666615834,37.99436666700556
2010-12-01,2010,12,1,FMWT,306,4412.6057206,Station,-122.41488,38.00042
2010-12-01,2010,12,1,FMWT,307,5117.6564978,Start,-122.42111666679445,38.00401666667778
2010-12-01,2010,12,1,FMWT,307,5117.6564978,End,-122.42623333295278,38
2010-12-01,2010,12,1,FMWT,307,5117.6564978,Station,-122.4192,38.00472
2010-12-01,2010,12,1,FMWT,308,3004.2294128,Start,-122.40616666687778,38.01724999997361
2010-12-01,2010,12,1,FMWT,308,3004.2294128,End,-122.40921666675278,38.0117333338
2010-12-01,2010,12,1,FMWT,308,3004.2294128,Station,-122.40438,38.01745
2011-09-06,2011,9,1,FMWT,307,3850.4628701,Start,-122.4175,38.007633333205554
2011-09-06,2011,9,1,FMWT,307,3850.4628701,End,-122.41338333341945,38.013983333375
2011-09-06,2011,9,1,FMWT,307,3850.4628701,Station,-122.4192,38.00472
2011-09-06,2011,9,1,FMWT,305,5361.491350599999,Start,-122.40853333314168,38.00060000002389
2011-09-06,2011,9,1,FMWT,305,5361.491350599999,End,-122.40896666632779,38.0007333333625
2011-09-06,2011,9,1,FMWT,305,5361.491350599999,Station,-122.4086,37.9987
2011-09-06,2011,9,1,FMWT,306,5225.1968692,Start,-122.41306666692223,38.004933333397226
2011-09-06,2011,9,1,FMWT,306,5225.1968692,End,-122.41315000004167,38.00418333345
2011-09-06,2011,9,1,FMWT,306,5225.1968692,Station,-122.41488,38.00042
2011-09-06,2011,9,1,FMWT,308,4870.0836107,Start,-122.40240000009528,38.020016666783334
2011-09-06,2011,9,1,FMWT,308,4870.0836107,End,-122.39614999983056,38.02350000010556
2011-09-06,2011,9,1,FMWT,308,4870.0836107,Station,-122.40438,38.01745
2011-10-03,2011,10,1,FMWT,307,4434.4588441999995,Start,-122.41898333337583,38.00551666683611
2011-10-03,2011,10,1,FMWT,307,4434.4588441999995,End,-122.41544999970279,38.00736666679445
2011-10-03,2011,10,1,FMWT,307,4434.4588441999995,Station,-122.4192,38.00472
2011-10-03,2011,10,1,FMWT,306,3914.5845354,Start,-122.41481666670833,38.006766666836114
2011-10-03,2011,10,1,FMWT,306,3914.5845354,End,-122.41296666675278,38.00950000021111
2011-10-03,2011,10,1,FMWT,306,3914.5845354,Station,-122.41488,38.00042
2011-10-03,2011,10,1,FMWT,305,5001.7774345,Start,-122.40738333331112,38.000683333343886
2011-10-03,2011,10,1,FMWT,305,5001.7774345,End,-122.40516666677223,38.001916666693056
2011-10-03,2011,10,1,FMWT,305,5001.7774345,Station,-122.4086,37.9987
2011-10-03,2011,10,1,FMWT,308,5532.5783051,Start,-122.40139999998945,38.01941666656083
2011-10-03,2011,10,1,FMWT,308,5532.5783051,End,-122.39771666632778,38.0216333331
2011-10-03,2011,10,1,FMWT,308,5532.5783051,Station,-122.40438,38.01745
2011-11-07,2011,11,1,FMWT,307,5868.1387687999995,Start,-122.42043333345,38.006650000147225
2011-11-07,2011,11,1,FMWT,307,5868.1387687999995,End,-122.41875,38.00804999987222
2011-11-07,2011,11,1,FMWT,307,5868.1387687999995,Station,-122.4192,38.00472
2011-11-07,2011,11,1,FMWT,306,4090.5596886,Start,-122.40994999991389,38.0046166669
2011-11-07,2011,11,1,FMWT,306,4090.5596886,End,-122.4020666666825,38.010650000041664
2011-11-07,2011,11,1,FMWT,306,4090.5596886,Station,-122.41488,38.00042
2011-11-07,2011,11,1,FMWT,305,4683.1818957000005,Start,-122.40630000008612,38.000683333343886
2011-11-07,2011,11,1,FMWT,305,4683.1818957000005,End,-122.39988333384167,38.006416666772225
2011-11-07,2011,11,1,FMWT,305,4683.1818957000005,Station,-122.4086,37.9987
2011-11-07,2011,11,1,FMWT,308,6412.7416121999995,Start,-122.40453333324723,38.017033333347776
2011-11-07,2011,11,1,FMWT,308,6412.7416121999995,End,-122.40315000004168,38.014749999575
2011-11-07,2011,11,1,FMWT,308,6412.7416121999995,Station,-122.40438,38.01745
2011-12-05,2011,12,1,FMWT,307,5676.061314,Start,-122.42234999974445,38.004700000022225
2011-12-05,2011,12,1,FMWT,307,5676.061314,End,-122.423983333375,38.00413333336389
2011-12-05,2011,12,1,FMWT,307,5676.061314,Station,-122.4192,38.00472
2011-12-05,2011,12,1,FMWT,306,6040.3758877,Start,-122.41548333380001,38.001266666650835
2011-12-05,2011,12,1,FMWT,306,6040.3758877,End,-122.41700000001333,37.99820000012778
2011-12-05,2011,12,1,FMWT,306,6040.3758877,Station,-122.41488,38.00042
2011-12-05,2011,12,1,FMWT,305,5773.825288,Start,-122.40826666673055,37.99661666658056
2011-12-05,2011,12,1,FMWT,305,5773.825288,End,-122.4122333335889,37.99239999983055
2011-12-05,2011,12,1,FMWT,305,5773.825288,Station,-122.4086,37.9987
2011-12-05,2011,12,1,FMWT,308,5525.1022365,Start,-122.40711666690001,38.0168166666725
2011-12-05,2011,12,1,FMWT,308,5525.1022365,End,-122.41131666713333,38.01463333341945
2011-12-05,2011,12,1,FMWT,308,5525.1022365,Station,-122.40438,38.01745
2012-09-04,2012,9,1,FMWT,307,4621.0730181,Start,-122.4188611111375,38.00674999978889
2012-09-04,2012,9,1,FMWT,307,4621.0730181,End,-122.42258333312223,38.007194444338886
2012-09-04,2012,9,1,FMWT,307,4621.0730181,Station,-122.4192,38.00472
2012-09-04,2012,9,1,FMWT,306,3753.5615193999997,Start,-122.41575000021112,38.00038888888222
2012-09-04,2012,9,1,FMWT,306,3753.5615193999997,End,-122.41736111111112,37.999500000211114
2012-09-04,2012,9,1,FMWT,306,3753.5615193999997,Station,-122.41488,38.00042
2012-09-04,2012,9,1,FMWT,305,5629.7671969,Start,-122.40819444444445,38.00094444447083
2012-09-04,2012,9,1,FMWT,305,5629.7671969,End,-122.41508333312223,38.005916666455555
2012-09-04,2012,9,1,FMWT,305,5629.7671969,Station,-122.4086,37.9987
2012-09-04,2012,9,1,FMWT,308,4949.4449543,Start,-122.4036666666139,38.01727777779111
2012-09-04,2012,9,1,FMWT,308,4949.4449543,End,-122.40486111111112,38.01908333328028
2012-09-04,2012,9,1,FMWT,308,4949.4449543,Station,-122.40438,38.01745
2012-10-01,2012,10,1,FMWT,307,5121.106991,Start,-122.42186111132223,38.00080555558194
2012-10-01,2012,10,1,FMWT,307,5121.106991,End,-122.43619444529168,38.00811111026389
2012-10-01,2012,10,1,FMWT,307,5121.106991,Station,-122.4192,38.00472
2012-10-01,2012,10,1,FMWT,306,4560.401846,Start,-122.41497222264722,37.99452777756667
2012-10-01,2012,10,1,FMWT,306,4560.401846,End,-122.41927777767195,37.99777777777778
2012-10-01,2012,10,1,FMWT,306,4560.401846,Station,-122.41488,38.00042
2012-10-01,2012,10,1,FMWT,305,3394.4226854999997,Start,-122.4088888888889,37.995333333544444
2012-10-01,2012,10,1,FMWT,305,3394.4226854999997,End,-122.41744444423334,38.00477777693056
2012-10-01,2012,10,1,FMWT,305,3394.4226854999997,Station,-122.4086,37.9987
2012-10-01,2012,10,1,FMWT,308,5511.5878047999995,Start,-122.40472222222223,38.01636111153611
2012-10-01,2012,10,1,FMWT,308,5511.5878047999995,End,-122.4121388891,38.026722221375
2012-10-01,2012,10,1,FMWT,308,5511.5878047999995,Station,-122.40438,38.01745
2012-11-05,2012,11,1,FMWT,307,4007.1727696,Start,-122.41952777783057,38.00691666656111
2012-11-05,2012,11,1,FMWT,307,4007.1727696,End,-122.41813888894195,38.00880555576666
2012-11-05,2012,11,1,FMWT,307,4007.1727696,Station,-122.4192,38.00472
2012-11-05,2012,11,1,FMWT,305,4421.5194947,Start,-122.40652777777778,37.995694444444446
2012-11-05,2012,11,1,FMWT,305,4421.5194947,End,-122.40569444444445,37.99722222222222
2012-11-05,2012,11,1,FMWT,305,4421.5194947,Station,-122.4086,37.9987
2012-11-05,2012,11,1,FMWT,306,4296.4391162,Start,-122.41555555555556,38.001999999946946
2012-11-05,2012,11,1,FMWT,306,4296.4391162,End,-122.415,38.004444444444445
2012-11-05,2012,11,1,FMWT,306,4296.4391162,Station,-122.41488,38.00042
2012-11-05,2012,11,1,FMWT,308,4748.166184299999,Start,-122.40583333333333,38.01800000005306
2012-11-05,2012,11,1,FMWT,308,4748.166184299999,End,-122.4111388884639,38.02291666666667
2012-11-05,2012,11,1,FMWT,308,4748.166184299999,Station,-122.40438,38.01745
2012-12-03,2012,12,1,FMWT,307,4574.2038188,Start,-122.42,38.007194444338886
2012-12-03,2012,12,1,FMWT,307,4574.2038188,End,-122.4186388888625,38.006305555766666
2012-12-03,2012,12,1,FMWT,307,4574.2038188,Station,-122.4192,38.00472
2012-12-03,2012,12,1,FMWT,306,4577.3667709,Start,-122.41450000021112,38.00269444439139
2012-12-03,2012,12,1,FMWT,306,4577.3667709,End,-122.42227777693056,38.00436111105833
2012-12-03,2012,12,1,FMWT,306,4577.3667709,Station,-122.41488,38.00042
2012-12-03,2012,12,1,FMWT,305,4495.9926396,Start,-122.40680555555556,37.99894444465556
2012-12-03,2012,12,1,FMWT,305,4495.9926396,End,-122.40380555550279,37.99944444444444
2012-12-03,2012,12,1,FMWT,305,4495.9926396,Station,-122.4086,37.9987
2012-12-03,2012,12,1,FMWT,308,3869.1530416,Start,-122.40305555555557,38.016527777777775
2012-12-03,2012,12,1,FMWT,308,3869.1530416,End,-122.40058333330695,38.023249999152775
2012-12-03,2012,12,1,FMWT,308,3869.1530416,Station,-122.40438,38.01745
2013-09-03,2013,9,1,FMWT,307,5201.618499,Start,-122.41883333338639,38.00672222243333
2013-09-03,2013,9,1,FMWT,307,5201.618499,End,-122.42077777783057,38.008944444655555
2013-09-03,2013,9,1,FMWT,307,5201.618499,Station,-122.4192,38.00472
2013-09-03,2013,9,1,FMWT,306,5638.680971000001,Start,-122.41319444444446,38.00288888878333
2013-09-03,2013,9,1,FMWT,306,5638.680971000001,End,-122.41561111132222,38.008027777672226
2013-09-03,2013,9,1,FMWT,306,5638.680971000001,Station,-122.41488,38.00042
2013-09-03,2013,9,1,FMWT,305,5007.8157976,Start,-122.40761111100556,37.998861111536115
2013-09-03,2013,9,1,FMWT,305,5007.8157976,End,-122.40508333312223,37.99827777756667
2013-09-03,2013,9,1,FMWT,305,5007.8157976,Station,-122.4086,37.9987
2013-09-03,2013,9,1,FMWT,308,6232.7408835999995,Start,-122.40336111121667,38.01972222222222
2013-09-03,2013,9,1,FMWT,308,6232.7408835999995,End,-122.40311111105834,38.02013888888889
2013-09-03,2013,9,1,FMWT,308,6232.7408835999995,Station,-122.40438,38.01745
2013-10-01,2013,10,1,FMWT,307,5517.6261679,Start,-122.41827777783084,38.006305555766666
2013-10-01,2013,10,1,FMWT,307,5517.6261679,End,-122.416500000425,38.0066111109
2013-10-01,2013,10,1,FMWT,307,5517.6261679,Station,-122.4192,38.00472
2013-10-01,2013,10,1,FMWT,308,4488.516570999999,Start,-122.4026666667725,38.01922222216916
2013-10-01,2013,10,1,FMWT,308,4488.516570999999,End,-122.39747222264722,38.018805555502496
2013-10-01,2013,10,1,FMWT,308,4488.516570999999,Station,-122.40438,38.01745
2013-10-01,2013,10,1,FMWT,305,5578.8724222,Start,-122.40691666656112,37.998250000211115
2013-10-01,2013,10,1,FMWT,305,5578.8724222,End,-122.40816666656112,38.00080555558194
2013-10-01,2013,10,1,FMWT,305,5578.8724222,Station,-122.4086,37.9987
2013-10-01,2013,10,1,FMWT,306,5346.8267545,Start,-122.4129999997889,38.00269444439139
2013-10-01,2013,10,1,FMWT,306,5346.8267545,End,-122.40922222243334,38.00297222216945
2013-10-01,2013,10,1,FMWT,306,5346.8267545,Station,-122.41488,38.00042
2013-11-04,2013,11,1,FMWT,307,4144.3298743,Start,-122.41827777783084,38.00527777777778
2013-11-04,2013,11,1,FMWT,307,4144.3298743,End,-122.41186111132222,38.005
2013-11-04,2013,11,1,FMWT,307,4144.3298743,Station,-122.4192,38.00472
2013-11-04,2013,11,1,FMWT,306,4673.4054983000005,Start,-122.41452777756668,38.001666666666665
2013-11-04,2013,11,1,FMWT,306,4673.4054983000005,End,-122.40863888899445,38.00211111108472
2013-11-04,2013,11,1,FMWT,306,4673.4054983000005,Station,-122.41488,38.00042
2013-11-04,2013,11,1,FMWT,305,4709.0605947,Start,-122.40647222201112,37.99916666666667
2013-11-04,2013,11,1,FMWT,305,4709.0605947,End,-122.39508333312223,38.00333333333333
2013-11-04,2013,11,1,FMWT,305,4709.0605947,Station,-122.4086,37.9987
2013-11-04,2013,11,1,FMWT,308,5504.6868184,Start,-122.4075,38.01788888891528
2013-11-04,2013,11,1,FMWT,308,5504.6868184,End,-122.40219444447084,38.017666666640274
2013-11-04,2013,11,1,FMWT,308,5504.6868184,Station,-122.40438,38.01745
2013-12-02,2013,12,1,FMWT,305,4610.4339973999995,Start,-122.4059444443389,37.99805555555556
2013-12-02,2013,12,1,FMWT,305,4610.4339973999995,End,-122.40830555545,37.99930555555556
2013-12-02,2013,12,1,FMWT,305,4610.4339973999995,Station,-122.4086,37.9987
2013-12-02,2013,12,1,FMWT,307,4354.5224184,Start,-122.41547222243334,38.00997222264722
2013-12-02,2013,12,1,FMWT,307,4354.5224184,End,-122.41402777777779,38.015250000425
2013-12-02,2013,12,1,FMWT,307,4354.5224184,Station,-122.4192,38.00472
2013-12-02,2013,12,1,FMWT,308,4709.3481358,Start,-122.40702777756667,38.01872222224861
2013-12-02,2013,12,1,FMWT,308,4709.3481358,End,-122.40138888888889,38.02113888899444
2013-12-02,2013,12,1,FMWT,308,4709.3481358,Station,-122.40438,38.01745
2014-09-03,2014,9,1,FMWT,307,5604.7511212,Start,-122.41633333312222,38.00791666666667
2014-09-03,2014,9,1,FMWT,307,5604.7511212,End,-122.40738888899445,38.01383333312222
2014-09-03,2014,9,1,FMWT,307,5604.7511212,Station,-122.4192,38.00472
